"grid_id";"nb_hp";"grid_num"
"66552848-b252-4db0-aca0-d4b2c3f7c7cf";4;"E42N36-41"
"db6c75b4-a4d9-4a57-a326-5041a74120d3";53;"E42N36-43"
"a244b054-25bb-470d-af3d-ece1608f7442";1;"E42N34-22"
"58fc4af3-1294-4a01-8c8a-391e9ca7c087";1;"E42N34-42"
"ec82c339-adfe-4e3b-8b32-6db7c00996fc";1;"E42N35-44"
"c7dafff0-9dee-4d78-92c8-24cdb7cd2efb";72;"E42N36-42"
"6d167e36-3797-4c04-bd52-0947b3f71155";7;"E42N36-44"
"9e197e3e-aa33-4046-bd30-93214446fdc3";1;"E43N36-31"
"51a43037-35dd-441b-8e9f-476152ec9141";1;"E56N30-42"
"c5893556-9d33-457d-b0ae-6006f8dc2d25";16;"E43N36-14"
"47f55f9c-b815-4bde-a52e-8e63383e1052";1;"E43N36-32"
"8d153f2e-7c37-42d0-8c74-2914aae177c8";1;"E43N34-23"
"ecf9bf5e-ad2a-40da-823a-08256f1e41af";1;"E56N33-42"
"5e7a4d60-827f-47e5-a311-d31461f8c265";1;"E43N36-21"
"ac5dfe85-2924-404f-8d19-0ab3a90a6a34";16;"E43N36-22"
"ff5b2ad1-cf51-4a90-8dce-3e027bb3937e";2;"E12N25-33"
"d15c0f4a-36a8-47d7-a5bc-11e3d307df56";2;"E12N26-31"
"6b817e84-66a1-4bf4-a070-2e9822ab31c4";1;"E12N26-33"
"1a4a71f2-9c05-4b9a-aaaf-982ee69c1222";293;"E12N31-33"
"908873e0-b5eb-4ebd-a40a-486da4794369";3;"E12N32-11"
"01a9294a-2063-43fd-b98d-22a567b7311b";9;"E12N32-33"
"0954986a-1e9e-46e6-bb7a-2232a23e374f";1;"E12N25-34"
"9bfe8c22-c4f6-44ae-9285-846122ec09c5";12;"E12N26-14"
"fc27a590-a87d-4ba1-9e72-5167701869c6";3;"E12N26-32"
"c8e322f1-e66e-4066-bd3f-e6f3667c322e";3;"E12N26-34"
"c6f8aa02-3972-442d-8e2d-05006dcf4e83";5;"E12N31-32"
"fe937c4a-1eb6-4d31-a154-25be117a0e54";9;"E12N31-34"
"d5452170-eb02-4d90-9f19-8289b39580f8";13;"E12N32-12"
"fea33199-bca3-4fa8-88c8-11791d332883";23;"E12N32-34"
"816230d8-4187-4045-b89f-6cf912d5aae2";6;"E12N26-24"
"4a69ebf7-5f8c-4542-9ac5-0a67ae843e8d";9;"E12N26-23"
"e6a1e2ea-5fec-4f97-ab10-91643a93f5c4";43;"E12N26-41"
"989928a3-39ff-46ec-8864-b8eefb88d9e8";2;"E12N31-41"
"98457173-4336-499f-9ec6-45adc51c8852";171;"E12N32-21"
"252f80f5-bdc6-4e83-8618-5f4edc6bc3db";1;"E12N32-23"
"5685c9f4-a396-44fa-9fe2-857459eec99a";8;"E12N32-43"
"a568debd-1b4e-46c7-85d6-43e732d5e893";2;"E12N26-22"
"5150eb11-072a-498a-87f7-b1639c401c31";124;"E12N26-42"
"f2771c2c-22ed-4862-a695-0f1174ba1920";7;"E12N31-24"
"1e5b0a87-2520-4830-bcb5-075c68457cc2";2;"E12N31-42"
"bfaf582c-3fdd-4d55-8a62-42471a075dbd";9;"E12N31-44"
"d43eccc8-5885-45af-9d58-fa9e430bd2a7";11;"E12N32-22"
"aca9003a-6076-4717-8951-1b4ade4420b7";2;"E12N32-42"
"83f92511-2833-4382-8d03-29e8a5857ab9";1;"E12N32-44"
"edfbdbc8-57bc-45e3-ba90-e24b0afe3ff4";5;"E13N25-33"
"cbf4d911-e681-4c18-85c1-a4eddd1552f3";6;"E13N26-13"
"4f66aba3-4025-4fd4-bcd5-991603da9da7";262;"E13N26-31"
"cca7eaf8-ed4a-4dfe-9bba-f0253c91740f";10;"E13N27-13"
"1930ac4a-f5bc-4bc9-b707-f201fac6145c";1;"E13N27-31"
"75822f0b-f501-412a-bee5-a369b55016f2";44;"E13N30-33"
"1791f9e4-369c-418f-a858-cc5742a6e0b5";212;"E13N31-11"
"1776f647-4f45-4b29-a319-a89ab17e7b09";53;"E13N31-13"
"d14c0a68-9556-4f96-8125-dc91e470e318";60;"E13N31-31"
"094575f8-b094-48ee-b384-12d8ca395115";35;"E13N31-33"
"9e416479-e460-42fe-9456-b3b8ba77401b";15;"E13N32-11"
"205d83d3-2726-4344-b0a4-0885a5c84f96";13;"E13N32-13"
"180a057c-03a2-4ed7-bb12-76191ce389f3";85;"E13N30-14"
"78a9647c-1369-4755-9592-358f4d19b24b";13;"E13N32-31"
"ed767710-8719-4a8b-b4d1-f857d8234b94";18;"E13N32-33"
"b2279e02-cfdc-4b56-9f99-695b8b2c313a";1;"E13N25-32"
"424c7d73-59e6-4511-ad40-41184ba61cea";68;"E13N25-34"
"75dd215e-d1d4-49ca-9eee-28aa5ea3b1fd";81;"E13N26-12"
"6b974942-daeb-4fe6-ba0b-2e3c367c72f1";5;"E13N26-14"
"162a818e-db2a-4bcb-94b0-99da4f6b7f54";138;"E13N26-32"
"18ca2622-eda4-415f-984b-20a7782077d7";3;"E13N30-34"
"dddced04-d2ae-46b2-9417-18958988446b";50;"E13N31-12"
"453c7cf4-3e20-4709-8ad0-3d7595e0ebc8";1067;"E13N31-14"
"ae84bbf5-59b3-4164-9927-61c1268684ae";3;"E13N31-32"
"50cbc7c3-bf32-4107-8cdd-4428bd4b97ce";4;"E13N31-34"
"bbf04aa7-2d83-4112-b915-33b7afb81f65";6;"E13N32-12"
"217ba0b9-a1d9-4d45-9bb2-3dc5d7a49633";35;"E13N32-14"
"23873a6a-97c2-4133-b626-c3b70c832681";6;"E13N32-32"
"3d8c9a52-1034-4f46-bb02-0864c00ecb43";9;"E13N32-34"
"d36d2887-e649-41cb-a765-1638865a5674";26;"E13N25-43"
"d5964c73-2569-4619-8f33-7f994c4645bd";113;"E13N26-21"
"4ed7a672-8edf-4ccc-80f0-19f719d910fa";104;"E13N26-41"
"65d1078a-4ea6-4f2d-994d-d4d4e0db575c";9;"E13N27-41"
"410a2b9f-ab59-4f04-8106-9b60410b9040";1;"E13N30-23"
"f543e71a-c853-4f43-b5ff-a16ed2e76bf8";6;"E13N30-43"
"d4660fa4-59f0-4731-9de3-88036665802b";7;"E13N31-21"
"b6df8f2c-c630-4caf-94b7-376f02dc9dbe";32;"E13N31-23"
"33d6f0fd-b016-4ded-b11a-aadfc723b1de";68;"E13N31-41"
"cf02ae5e-7155-4fd9-8fe1-f61a611f5bf1";1;"E13N32-21"
"26cbf413-ac68-416b-94ee-541d3982b50a";3;"E13N27-24"
"4bf90b09-caa0-4a31-8a25-e54f0a26d4b6";332;"E14N31-14"
"4068982c-e335-4ebd-b7df-5dfccde2193e";51;"E13N32-23"
"dd3d97b6-43ef-4336-8458-871fccf11577";63;"E13N32-41"
"431dd7d7-fcc0-4506-a803-7060f8b20baf";2;"E13N32-43"
"dc39428a-6c93-4ebf-bb41-b3cf92de1f16";153;"E13N25-44"
"b3433cbd-153e-4611-af83-983109ca65b2";6;"E13N26-22"
"fa478927-7c71-4683-bbf8-e48e878c0a31";86;"E13N26-42"
"6e4fefa4-ca5a-4529-91d4-38477adfb71f";4;"E13N26-44"
"b58c8315-409e-41d2-83b8-a1eae8b2c981";1;"E13N30-44"
"e96cd845-174a-4de3-8457-ffd52eb4c2ca";4;"E13N31-22"
"1aae6880-e6bc-4900-ac4e-09f47d3105db";60;"E13N31-24"
"5096cbf6-2fca-4e49-8330-edf6b55af506";129;"E13N31-42"
"16b86aab-b8fb-44b4-80fa-b2af54a3cbc1";75;"E13N31-44"
"74289d88-88fc-45c0-90a8-f435da5a7287";129;"E13N32-24"
"a641816c-a6fc-468e-ab70-e5e21c90b928";102;"E13N32-42"
"17084f45-591e-4349-b85a-34db0e5e7edc";8;"E13N32-44"
"4278e703-5af7-4911-b66d-29977ec560ac";233;"E14N25-33"
"5876d102-c17b-4119-81ee-39026c285dca";8;"E14N26-13"
"0cfaafa6-5893-43e1-8f57-9ae6ebb19ce8";2;"E14N26-33"
"e3db1828-06c5-4b69-b5af-46d861f60b10";7;"E14N27-31"
"827f97d7-8862-46ae-b59a-44fa20b45409";3;"E14N30-33"
"1f4ee99d-2e29-4cdb-b690-184b7be4b1ff";48;"E14N31-11"
"52d15789-77b4-4812-8882-9f25093fc094";117;"E14N31-13"
"d9d7bbc4-5f31-4b4b-8c40-6ac56bf9cb4c";466;"E14N31-31"
"18b94698-6366-417e-8dc8-f9b2ed509039";562;"E14N31-33"
"405ce1d9-d52a-47c2-9165-8e3003cabca3";2;"E14N32-11"
"d4093121-567b-467f-8ef9-430a1bb24ef1";8;"E14N32-13"
"6e94718a-3b53-4382-a194-e042997c584d";214;"E14N32-31"
"36c0af9d-2d62-49d9-bc35-7c56017df07c";1;"E14N23-14"
"475fabad-c8f7-481b-b4be-5cd880daa7ab";35;"E14N25-34"
"359d1095-9e6f-4e38-b9a7-27c6db6475d8";9;"E14N26-14"
"9581bc20-3f81-4b87-906b-6c9ff831bbbf";2;"E14N26-32"
"11889a02-000d-44f2-b056-efc89bc4b0ea";15;"E14N27-12"
"e7dab149-6c89-4ec4-a60e-7e916eb9406e";3;"E14N27-32"
"51ec6a90-13f7-4f86-9da8-18233e55e448";3;"E14N30-32"
"3da2eae0-5d6c-45e4-893b-322252b12b02";129;"E14N30-34"
"31945cc0-26fd-4a3a-9434-a30734b9b184";131;"E14N31-12"
"1ccd1929-8122-44ed-84f3-703baa455963";114;"E14N31-32"
"43e7b435-0a78-4346-84dc-280ac6427419";189;"E14N31-34"
"6697bc2f-14b7-45ce-acdf-11ff704162c9";2;"E14N32-12"
"720d6a16-ab18-4d05-954d-4b0433287a46";107;"E14N32-14"
"bcc8c1f0-e050-4973-bacf-dbfc36baed8a";42;"E14N32-32"
"94d32abb-c58a-47a6-80db-eea41703bf10";11;"E14N25-43"
"4aab07a7-12a0-4747-8a9f-8e99cbfc257e";3;"E14N26-21"
"e5d5d37a-f52f-4479-ae47-207f1457d38c";7;"E14N27-21"
"bab9ba58-4757-43a6-a465-02b8579510cb";86;"E14N30-43"
"ca3330be-6b41-401b-9d4a-1e0e5c831629";72;"E14N31-21"
"88f5c145-58de-4760-b491-5ef1c5a4e9e3";87;"E14N31-23"
"d9fd7e48-87a5-4cc2-bced-2d841f001d7c";14;"E14N31-41"
"f73d6040-97b3-4703-bafb-be6fa70cc147";18;"E14N31-43"
"9b347ecd-3c20-41ff-9819-5e0166874e40";4;"E14N32-21"
"12d46437-beea-489e-b1af-475d3467165a";298;"E14N32-23"
"e3a1d495-1255-420e-a786-bd05767da264";3;"E14N32-41"
"b9301549-ec92-45a8-b992-46f90337eab2";11;"E14N26-22"
"d9a9d693-c791-4786-b123-2375f9d98bd8";3;"E14N27-24"
"9c2794f7-edd9-41a4-a3c4-d8ca2341adca";3;"E19N30-24"
"8aed33f1-ca31-4259-a91c-c3c94aeda06c";2;"E54N24-43"
"c67fdaa8-964d-4d85-b76e-cdfc16423e21";1;"E14N30-44"
"8da336d0-671f-4bc3-a8a3-4746fc43ed3f";20;"E14N31-22"
"fbaa613b-44d2-4021-a5d5-91f3d7343cd1";2;"E14N31-24"
"10a55ff0-c1bd-49f4-a6d3-0e32e1537cd1";7;"E14N31-42"
"8d05ecab-cbb7-4af8-a5ad-1b9f64cf5730";32;"E14N31-44"
"35d43d4a-f136-4827-a5dd-f5baf67a79f9";2;"E14N32-22"
"29874a3f-065f-4e22-8528-fdf189169a70";7;"E15N25-33"
"376bbd4b-c3a4-457c-bcd1-fa9b50172d86";33;"E15N26-11"
"cfddb0ba-73c1-4bb0-bbc8-479575b399fa";1;"E15N29-31"
"7c40018a-ca2b-4e8d-960c-c27044082c87";1;"E15N31-11"
"ef7f06ea-e7be-4921-a31e-f3544b3eb2c3";2;"E15N31-31"
"7f885a93-212f-46eb-8515-c8c5b8f5ea3b";3;"E15N32-11"
"6e24815a-151c-4fba-ab34-a935f8116054";5;"E15N32-13"
"7275961c-9f96-4b32-a5db-04571281f943";2;"E15N30-32"
"df5e9a18-8b4c-49a7-ae13-ee50364b62f7";17;"E15N30-34"
"4bacaca4-d323-4ca0-9cc6-c8aa36639aa0";10;"E15N28-43"
"56be4d50-ce4f-4d3c-9bb2-c2ccfa732808";1;"E15N30-23"
"85083e05-cdd5-45e3-88ea-7a7a5228f1b1";6;"E15N30-43"
"8c10ff6b-9aaf-403e-8559-0c6e048919d5";1;"E15N31-21"
"debd57d8-ca7f-4066-b4cb-7a4a90605239";2;"E15N26-24"
"20121da3-d58a-4d8c-bf77-98ffd967335f";2;"E15N28-44"
"47892d61-3539-4911-9656-366965ec91b4";82;"E15N29-22"
"9b94c80b-79fa-4533-9c3d-880e6e38d37e";2;"E15N31-22"
"91da6e20-dd53-44fa-846d-89906edd739d";1;"E15N31-24"
"f3f3a2a1-f0b9-4d4e-badd-ec897128a5b4";45;"E16N29-11"
"c9cabe3b-1cc0-4721-9714-d3599e5197ab";67;"E16N31-11"
"e02969b4-84fe-454d-b595-890d8cd1eb49";13;"E16N27-34"
"3a9c2b8f-5895-41fa-ab13-3d242d673a88";17;"E16N29-12"
"ab1f620a-064e-4d69-bbe8-98c849535560";3;"E16N30-34"
"1816ebe6-1f77-48cc-81be-6871147267bb";88;"E16N31-12"
"a0fd83cc-0d32-4753-afbd-12c3a55d70ca";112;"E16N30-43"
"2b861b6c-975d-443e-a589-28af5e8e3e4e";43;"E16N31-21"
"2286c6d7-74a1-4300-9ca4-537833c69784";23;"E16N30-44"
"4f58bc82-76f1-4546-8743-fa109f7f7781";38;"E16N31-22"
"0059390e-d0e2-497d-9783-bf97ccf11c51";80;"E17N30-33"
"2545a4e6-eb29-4289-a366-5612f06f3328";4;"E17N31-11"
"0956af9a-d681-4b81-aba3-5a469f7b4bd3";29;"E17N30-34"
"a822d15f-96e7-44d0-8ac3-b928d57eba0d";2;"E17N28-23"
"0b770dae-c6b0-4b7b-a48a-00e911b81a78";5;"E17N30-43"
"631f1076-952b-4298-ae04-0621ad0819b2";58;"E18N30-31"
"5dd1cded-9022-4fa3-90da-66af0fd66b6b";14;"E18N30-33"
"12717375-4ef8-4326-9666-ad44723cb142";10;"E18N30-32"
"7264239c-e3b0-40e4-9409-66ea891e4b58";2;"E18N30-23"
"e151162e-09f4-41a2-a3d5-911ff3d73ca6";2;"E18N30-24"
"5201c70f-ac48-4133-9029-d9a318cc717b";4;"E19N30-11"
"51bae47c-6b73-48ad-8a81-f91f9acc9b79";2;"E19N30-13"
"793dee0d-02e3-4da9-8ce1-eb7fb1268183";3;"E19N30-14"
"980e78d9-0b5e-4e47-b05a-6a1011fb1b0b";2;"E19N30-23"
"fb130a1a-a78a-4dda-8d7d-54b8b1c884c4";10;"E19N31-42"
"bae1b95f-be7d-45e8-ac74-979d70822897";11;"E19N31-44"
"04ae8adb-4958-4849-9931-07d620f0893d";2;"E19N32-22"
"6d38fbcd-f350-493e-8ca5-43b18029796a";1;"E20N30-13"
"d3857dd8-6def-49a3-beca-35da80f335a4";4;"E20N30-31"
"8f214769-a914-46ba-9e30-44ad464c77b0";4;"E20N30-33"
"ccda66ab-798c-445d-8307-158a3447fa1a";7;"E20N31-11"
"80daab02-edcb-46fd-a7e7-f345afd9ccd3";6;"E20N31-13"
"768c67ec-796b-4821-8250-49b8ca58025e";12;"E20N31-31"
"e0229410-7c89-4732-ab1a-4d417a5a99b5";18;"E20N31-33"
"6de44cb4-6e16-4a84-b479-e9b64c621e4b";138;"E20N32-11"
"d8315adc-f28d-4851-af0f-54e07b959f3a";8;"E20N32-13"
"2bb7d4c5-c894-4fdc-9823-08da9601a441";8;"E20N31-12"
"1115cf77-4a7d-47aa-a69d-61294b1c1de6";4;"E20N31-14"
"ecf6967f-f9c6-4504-9634-884503fc11ff";4;"E20N31-32"
"99af343d-f4b8-4242-836b-9254d57cb69e";16;"E20N31-34"
"0271e4ea-8e67-4af6-8ff5-f5c710c3870f";3;"E23N31-44"
"6154afc7-149c-4228-ab34-bdd49a7ff8a8";4;"E55N24-23"
"85e232fd-082e-40f8-b5df-221fa7f0ef40";23;"E20N32-12"
"84b575b8-4b14-4785-8877-09e20e79b6f6";40;"E20N32-14"
"b341f04c-132c-4139-8cbf-b06ae3eb576a";2;"E20N31-23"
"22a52217-9139-476b-ad60-8710cfb548e5";3;"E20N31-41"
"7cb5e066-f287-4bef-9ec8-b86ea320939b";6;"E20N31-43"
"5f0d39fc-5fe2-4733-849b-f239baef5ffe";8;"E20N32-21"
"c3156e03-851d-4952-9f57-d75b6e32a9f3";53;"E20N32-23"
"844ff8f1-2e17-4c4e-8077-5f6d30575a6d";77;"E20N32-41"
"9979070e-7de8-4690-8c04-b55d3234cb2c";3;"E20N30-22"
"11bd25f8-fe93-4196-a0a6-180aaada401f";1;"E20N30-42"
"3bb8731a-f50d-4ab3-bdac-36b92334ed05";1;"E20N30-44"
"a257226a-6e95-49e0-8d88-5666b9c374c8";1;"E20N31-22"
"264698ae-eebf-4d2e-b94c-ad8a2fe43903";3;"E20N31-44"
"e4180d4c-be18-4d7e-9cfb-9642c3bac5cb";5;"E20N32-22"
"5017e553-064d-4e53-ae6f-72cb1ddf5ebb";52;"E20N32-24"
"c1d015a7-9494-4561-b49c-59ddc8346de6";97;"E20N32-42"
"d52140cb-0622-4163-9b44-5c9d821fe5b3";1;"E21N29-11"
"767aa440-4bb2-48d9-9f6c-daa5dea62e6a";1;"E21N31-31"
"b4247f4a-ad4a-43ba-8b42-e842a4d5f1e8";10;"E21N32-11"
"d767f1f7-cb48-4d29-bd05-f3081d8fe365";21;"E21N32-13"
"b618515f-eb20-4933-a16b-55392171f786";45;"E21N32-31"
"eeff4ef6-09bd-4e9e-adf1-2f2a5ef4f470";54;"E21N32-33"
"4da7f0e7-78f7-41f4-bdcd-092ecd0bcb9b";11;"E21N29-12"
"db63fa54-25d3-4605-8b21-b1b865af3728";1;"E21N31-34"
"eb94922c-a782-4b70-84e2-a16f7aeb7599";1;"E21N32-12"
"958dd51c-b263-475f-afd4-67394b35423c";6;"E21N32-14"
"d8f1b71d-9c89-4143-a8a3-eb24232f1559";62;"E21N32-32"
"bfb8a3f9-67bf-4a8b-8ace-9e49bc1aa0d5";34;"E21N32-34"
"d12c3746-ffb3-4352-a4ac-711130e1102d";5;"E53N24-22"
"2bc3b2dc-1d79-4835-928e-c6fb9b596cf1";8;"E55N25-42"
"2de24aed-51db-4bb7-bacb-fb659000dfaa";3;"E58N35-22"
"b14d450d-fefa-454a-a1dd-7eb45bc00418";2;"E21N29-21"
"6efadecd-7b62-49f4-aeea-4f40f452a98f";9;"E21N32-23"
"6fb4b300-2891-407a-a49b-87ceeaf7b9d0";100;"E21N32-41"
"83c5901d-de60-4570-8ed6-436beb21b5f0";245;"E21N32-43"
"8bbf486c-8893-465d-a912-c4dae25b6b3b";1;"E21N29-22"
"964a7535-a862-423f-a4a3-d595405ecece";1;"E21N31-44"
"9169f109-8cba-4b3e-a745-cb93158c3e38";2;"E21N32-24"
"e5ab502b-693c-4ef6-8756-b13826b9e6b8";12;"E21N32-42"
"714ee45f-2e34-4184-8df3-5b7be652c845";242;"E21N32-44"
"2c88a7e1-063c-4188-954a-412f8044f5a1";1;"E22N24-33"
"6f17e5c6-a477-40d5-8a3a-c844127cf53d";6;"E22N32-31"
"840e36bd-dc80-44d9-a242-ecc9e7b5a9df";28;"E22N32-33"
"af4e2cc0-14b7-4a14-b9c7-7ac6603054de";2;"E22N32-12"
"7173a1dd-432d-4c13-b846-88e19a545e26";1;"E22N32-14"
"93774caa-8a11-467a-bf56-cc4a6accd35c";8;"E22N32-32"
"076a051f-8e6a-4295-976d-44ab9393a89b";29;"E22N32-34"
"da1782d9-51ff-4b46-947b-e4abed77b6a2";1;"E22N32-21"
"f1d6a1f8-3d67-4e49-82fb-83ab98eda258";23;"E22N32-41"
"19d6fec7-7f76-4274-9a99-7537be40c0c7";13;"E22N32-43"
"fca1574c-605c-426c-b51d-cda5702429a7";8;"E22N32-42"
"600af761-63f5-4f60-8495-e4c044cf77fa";1;"E23N24-13"
"2beecb25-5c13-48a5-80b3-02742b2ef4b4";3;"E23N32-13"
"b7a3e6ea-9f2e-4aa5-8aaf-554907ccdeb5";45;"E23N32-31"
"d2dfc322-121d-4f35-a5fe-ead998832edc";1;"E23N24-14"
"b64867cd-05bf-411a-8e08-2a03edc19781";1;"E23N32-12"
"7097f95c-b179-4b0e-9b5d-8a498691882a";1;"E23N32-21"
"ee32d776-0103-4a53-ac61-5af1ca8e1d50";8;"E23N32-22"
"8112a820-7673-4a4f-9de2-c4cbc1d5d57c";3;"E24N31-33"
"d9c0aca3-dd38-45d2-9a26-e675fb6a0e2f";2;"E24N31-34"
"5c8f7312-e989-4726-836a-9b5d761be596";2;"E24N29-41"
"c36103d2-172c-45ae-9201-77208cbb794a";11;"E24N29-43"
"5b1652b9-9696-41b2-89e6-beda28a5d19c";6;"E24N31-43"
"a9058b5e-d1c5-49b3-a5ce-6c07564e5b7e";1;"E24N21-44"
"6307f654-ee95-4044-8694-cc9aa67a30c0";5;"E24N31-44"
"346f4ce3-779d-4395-84f9-0bb9f6d250d7";1;"E25N29-31"
"c0bc20d9-f7e3-42e8-92f5-000be670811b";141;"E25N31-31"
"56f9dce2-44b8-4306-9a2c-cd4bf5982eb0";1;"E25N31-33"
"18085904-5b68-4092-8b01-5ae530336bff";12;"E25N31-32"
"3d8c5bea-bdb3-4526-9c10-81bad176b22d";2;"E25N31-23"
"08e3fe20-c5db-4c2b-8de7-113c6b74155a";28;"E25N31-41"
"0f86c1a3-f2c4-4a02-8371-cf2eae9548f2";1;"E25N31-24"
"7802d118-e999-4fe1-a1de-aff628263279";87;"E25N31-42"
"0d6229e7-cde3-4be8-9189-5c6350bda722";23;"W06N30-24"
"9c152976-c1cd-40c6-ac6e-5cbe6864d562";362;"W06N30-42"
"020e7066-6f60-486b-a489-435b0209608b";82;"W05N30-13"
"0938c01d-4f74-4105-b242-5f750dbc149e";3;"W05N29-34"
"50688688-bb7b-47fd-8a38-0fa0500b7505";73;"W05N30-12"
"70fc3de6-1788-49f8-8966-e98a6218a3df";10;"W05N30-14"
"91c96a06-0014-4d47-b259-fcc3eebec182";13;"W05N30-21"
"b7c0c73a-e87c-4c00-a5da-9746ecd7fef9";11;"E52N23-33"
"69446923-5f08-4c0d-9cb3-b141b7af7332";2;"E52N24-11"
"5d4bfc54-852d-432e-aa44-f6cc6dd64ed1";1;"E52N23-34"
"972475c4-0614-4190-99ed-fd1653ef60b9";6;"E52N24-12"
"6fa975a7-1891-4d1c-93c3-528ee4f3062c";5;"E52N24-14"
"48e3be72-59ca-49aa-be36-b29362c96bd2";1;"E52N24-32"
"68ff9e66-2f44-4fab-bbc4-7803df968b69";3;"E52N24-21"
"0b16dbfa-ec78-450c-9690-450b40a2b111";8;"E52N24-23"
"1b698d28-aa5a-468e-a8ba-f4cab45d3728";33;"E52N16-42"
"408be15f-0547-437c-9f53-f8c12f2b1407";42;"E52N16-44"
"d253f0a1-0d89-4f8e-9626-e2fad00cbddd";43;"E52N17-22"
"1ac7c79c-3e13-4d1d-9b29-28f0779bbf2b";18;"E52N17-24"
"6c60ba65-11ec-490b-9eb0-a2e60a4b2ceb";4;"E52N24-22"
"91c2f212-e202-4567-8feb-8a8dc81fc8d5";2;"E52N24-24"
"3b3dd6fb-b3a4-4f78-8492-e395cb65bb34";1;"E52N25-22"
"d74a04f8-9e1c-4dbd-8ecf-fe05a3226f1b";83;"E53N16-31"
"adb50a06-2a1d-4ac5-a7fb-7bf1cd9bc235";5;"E53N16-33"
"655892a3-7551-4050-916c-d0b47f695b48";4;"E53N24-11"
"216ba960-fca2-4897-8678-b5a6bfe28070";16;"E53N24-13"
"edd86411-1f51-43af-b2c7-e123c4498139";1;"E53N24-33"
"566702b5-b972-4a6c-b4c5-a69637b0abf9";6;"E54N16-33"
"cdf83203-7bc9-42f6-ac97-5f6b734781ad";11;"E53N16-32"
"8ae9a036-625d-4328-9bf9-8d5b9380529f";20;"E53N16-34"
"d8f71039-d3f2-458d-a253-765bb1eb5001";1;"E53N23-12"
"6201f00c-3fda-4c77-8d56-28fe0643aae8";5;"E53N24-12"
"5c5f6ea6-19f5-4eec-b663-4cb05275e0e3";21;"E53N24-14"
"981787c9-7ba4-4de4-b74b-e7f150531654";1;"E53N24-32"
"b6863d0a-5172-49b6-aafa-aece7acac6f5";1;"E53N25-12"
"6497c380-dd4d-4a0b-ad35-2897e88b1770";1;"E53N16-43"
"e0fbadc6-6f93-4b9d-acba-ee0809489ec5";4;"E53N23-21"
"5fbab2a8-0fde-43ed-8a99-173c57844c2f";17;"E53N24-21"
"b818498d-1946-4228-b882-9a31bd8f2dca";12;"E53N16-44"
"0f20f3c2-c7be-4ba8-8a04-2d4564a65fb8";3;"E53N23-22"
"ee354698-7f16-425e-91bb-2f878b69d691";2;"E53N24-24"
"9d5798c5-a132-48b1-83a0-df3a3fcbdcaa";1;"E54N17-11"
"551ca297-0914-4570-aaa6-fb4d3ef82038";1;"E54N23-11"
"8f73aa65-023f-4aa5-b663-562c44aded0e";7;"E54N24-11"
"26f383d1-2d58-4622-8213-bc870de84157";17;"E54N24-13"
"59d6cf4f-a025-43d5-8b51-551f43d792e9";1;"E54N25-11"
"40e112b3-4140-491c-b1cf-669cf57fd8a8";2;"E54N17-12"
"1a9b976a-05a7-4ba3-9ad2-45a62521122f";3;"E54N24-12"
"69de1ea7-dafd-486f-94b6-5951e746a73e";4;"E54N24-14"
"ad4b09a7-0e98-4ded-ab46-35dbd0a75440";4;"E54N24-32"
"ef93d797-7831-4915-933c-cb86d1b92f4d";1;"E54N24-34"
"0dd938af-3431-4801-a3d4-83b299e158b9";1;"E54N26-14"
"6e0a4c85-c433-42a0-9f65-1c5c25845f22";17;"E54N16-43"
"fd715f2a-b64b-4ca7-9fbc-be663d24799b";4;"E54N24-23"
"2f9f679e-3c92-464a-b60b-9a329b654d13";10;"E54N24-41"
"841fd27a-d656-4bfa-9696-b7411848ee03";2;"E54N25-21"
"1c3bf1c9-d32b-4f02-bdf6-8a630bbd2844";90;"E54N16-44"
"68ce1e1a-bea4-4f46-b833-e90cfea3b266";6;"E54N24-44"
"f9a7860d-affb-43c0-93ca-6df40b58cadb";1;"E54N25-44"
"b0b99ead-3c8a-48b9-8ec7-fd8643d94453";2;"E54N26-22"
"9ca6f2c9-9570-4e50-936b-b7ea1bbc5b59";4;"E55N17-11"
"fda442a2-21f5-46ee-9e09-2401141c0e5c";1;"E55N17-13"
"055d42dd-5db9-4540-b7ae-5f0c1a5cf908";7;"E55N24-33"
"3264b38b-4727-455a-91f0-18dcada28f72";3;"E55N25-11"
"d3855657-43e5-4d03-a3ca-3cb9949730c2";5;"E55N25-13"
"eab62298-fac7-4a42-93f5-905772b270ac";3;"E55N25-31"
"e4788c99-bcc3-4c45-9482-68f9cc2056d3";18;"E55N17-14"
"2c4e9d5d-d67a-46b2-bbb4-c387d86fc022";9;"E55N17-32"
"4bfaa4cb-e82b-4096-8752-b4f6922967b9";4;"E55N24-44"
"eaf4cdb9-3723-4c10-aaa0-7dc131280b88";1;"E55N24-14"
"72b4aa5c-78a0-4774-822b-d02cf376d167";3;"E55N25-12"
"8f9fefbc-95da-44d7-a578-10966da040b1";33;"E55N25-14"
"6f357669-f591-4e53-a6b4-ae237d4a68d5";1;"E55N25-32"
"f179c333-c9b6-4fd1-8f9d-38305bbdbc76";1;"E55N25-34"
"c58bd382-e1aa-450e-a393-3657406a0399";1;"E55N17-23"
"ff2809a6-cbeb-479c-85d6-dbdf9626c8b8";4;"E55N24-21"
"8680611b-7562-4fd7-9ac2-54527d237731";2;"E55N25-23"
"aedcdeee-632f-4839-b37a-fae01a10901a";17;"E55N25-41"
