parent_uuid	parent_concept	uuid	concept
		5ce95773-13eb-400f-a4a9-f15c9f9c7770	In-depth Condition Assessment
		6c024684-1555-417d-a3a5-093274f6ebd0	Filling
		f054f322-25a3-4072-a647-36c45a396275	Restoration
		8936c347-bae8-4086-a1b2-75df6a5860dd	Scaffolding
		6a22979e-044c-49bb-9bfd-de1696785bc0	Consolidation
		edc5e4e0-ab28-4045-bf0c-5d8f7340480f	Shoreline
		8bb35cf9-37cf-4726-8028-35b9d265231a	3400 BC
		7d638e13-5ac4-4ea8-bdab-a8e446393117	Courtyard
		536da722-0909-4d55-a29b-47c309526614	Graffiti
		131d3107-84b4-46a0-a78a-9ab43a27c110	Chalcolithic
		d357c0eb-adeb-4009-bcf0-de2fc6b3677b	Chalcolithic (Levant)
		9637bbcf-e08a-4653-acc6-78c98a684ebf	Chalcolithic (Mesopotamia)
		18315f13-e8b7-4d40-81a4-2aa2dc4684ab	Chalcolithic (Central Zagros, Iran)
		5aed297b-201c-433b-b056-302b5dd6c205	Pre-Dynastic (Egypt)
		066a21be-3827-4589-881f-1fd2bfcfafe6	Chalcolithic (Southern Iran)
		58948315-9164-408c-901d-21ae692563ef	Pre-Dynastic (Egypt)
		b7030f5b-2854-4d0b-b418-6d0ccb077723	Chalcolithic (Khuzestan, Iran)
		b14f87ef-e6bb-4c25-af8f-9c65a0490f15	Chalcolithic (Arabia)
		bf8368c4-fa1b-479c-8cfd-cd420b84dcb8	Volcanic
		bc8c57ec-d215-49f7-9aa4-8f93a2f7d467	Ash Layer
		132da384-bed7-4cf8-b5aa-f607a0188d3a	Lava Flow
		545e2e87-1364-4e6d-a799-86bf79a9c38b	Epipalaeolithic (Arabia)
		d9147823-03d6-4a0f-891f-7f8142873003	Digital Drawing/Model
		b98a2541-8f0b-4b63-a7a3-ce60de78238a	Epipalaeolithic, Early (Arabia)
		fc477c62-bebd-43ed-bfd1-12dafb892804	Chalcolithic, Late (Northern Iran)
		4640050a-0694-4781-820b-f5f9bfc57f55	Digital Model
		152eb496-3f17-4541-9d2b-5c03b9089d7c	District
		8d22e791-a114-4f24-b4d1-e502e46dec6e	Aymara
		65da9eed-8012-46a5-b3ef-f4f5e1314d2a	Digital
		98f98d26-c755-4528-b786-a30840c72079	Saudi Commission for Tourism and National Heritage (SCTH)
		d08006aa-a5b2-4153-9e93-0b1da77618a9	AD 1900
		67072862-dcfa-4d0e-85ad-4dc54d6feebd	Palaeolithic (Levant/Mesopotamia/Arabia)
		185984c0-544c-4665-9182-7d6ec6c450d9	Palaeolithic, Middle (Levant/Arabia/Mesopotamia)
		fdddfc05-cbb7-49df-9776-d94b94fe7b9a	Palaeolithic, Lower (Levant/Arabia/Mesopotamia)
		adcf9f71-2aa9-4597-afaf-7ca80f5402b1	Palaeolithic, Upper (Levant/Arabia/Mesopotamia)
		221765c0-e8d5-4506-8fd5-fd3db4d10a14	Watercourse Banks
		19c83be7-16e1-4aff-bd40-2a1cb8a903dc	ETM+ (Enhanced Thematic Mapper Plus)
		c6e9b78e-e78c-4b0f-a2a7-654e69d2d725	Iron Age, Neo-Elamite I (Khuzestan/Southwest Iran)
		be728c58-8eba-4a88-9715-2494bc37a301	West
		ae647c1d-3a01-4eb8-90f2-a5cba36fcc9e	Site Overall Shape Type
		2196a29f-d311-4852-923c-f57afb9e4daf	Triangular
		d78c6c8b-697b-4b91-9d8a-f2adc34fa934	Curvilinear
		b8c7fc67-22ec-4a7a-ac86-ada812bc7b5a	Sub-rectangular
		82538501-2b91-4bb8-8aa5-a0a4a6aff44f	Sub-circular
		3c30c539-77d1-4bd7-9321-6fbb749ecdac	Irregular
		d8919832-8f5a-46f7-b35c-75bf4e388045	Unknown
		7d780fa5-6036-4132-8345-e8126b78bffc	Winding
		55368bb3-d79d-46e7-97f5-a08f80b54e97	Circular
		7dd418b4-2e87-4754-a1b4-e9f17b707afb	Straight
		5d0392d2-f3ab-4593-acca-d30e3a63bb20	Point
		e8dbe97d-9112-4ab2-982e-bbf17befa5e3	Rectangular/Square
		fb488d26-729e-47fc-ac66-8e4865f8e5be	Rectilinear
		e2f7a998-a540-4b68-aad2-407d76f638b6	Zigzag
		fe267c4c-feff-47d3-9009-cc62bab16511	User defined
		b9e64959-931c-4679-af64-78630bed060f	Semi-circular
		15682a1e-fb44-4c9d-8e2e-d6dd52ac93e8	Polygonal
		8c4ede8d-d4e8-4543-bed3-c89d6ea57bdf	Watercourse Banks
		a419bc96-62ed-447a-b67f-e4a553db3f94	1:500
		473818a6-990c-40c9-ba95-e60bebe5b79b	4950 BC
		9474c9ab-407b-4daf-8914-2b0be36c56bd	Geoarch Source of Evidence Type
		dc23fe75-ff6b-47f8-a7df-9f87c01279bc	Core/Borehole
		d985ef81-9f6c-4bfb-8066-bec84df17cad	Terrestrial Elevation Model
		d1177735-47cb-4896-b3cb-128cdcaab954	Radiocarbon Dating
		8001ae41-db01-41f3-8ef8-496a46644b63	Synthetic Aperture Radar
		f1efa87f-63bc-47f5-8476-8e9572ddc018	Open Face Section
		4a78ba99-a0d7-4a84-9bb8-84c576b47f83	Optically Stimulated Luminescence dating
		c7244480-30c8-4222-8140-56b56f6ad4a5	Surface Visual Observations
		72a0ec3b-cab8-4768-8bd7-27d9a8d7492e	U-series dating
		ba1d6d28-b864-4165-bb9c-3ff829dd7edb	Surface Sampling
		0039870b-0f85-4688-9c71-fb35c743de84	Other Absolute Dating Method
		0da1f593-7587-48e6-b00b-9d889afdf922	Relative Dating
		7e45b79c-2014-43cd-a4f3-0ff0ea5b6c38	Aerial/Satellite Image
		25a0f238-7db7-4194-a364-380735c009a5	Unknown
		ed140503-aecf-430d-a6c1-901925bdc9e9	Micropaleontological Analysis
		84c6f26e-61f8-4a94-bd1d-cd4109b3ba6b	Sidescan Sonar
		7e37236a-a356-4704-9b7a-52ffef6ce9cf	Seafloor Bathymetry
		fb23e158-0c92-4065-bfa9-2e58082ff6e9	Ground Penetrating Radar
		0d1d9ade-a01e-4687-b72a-36603626a28a	Seismic Profile (marine)
		89c1859c-c5d0-4072-ab7c-75b5e6ff8e7d	3900 BC
		82b22afd-9273-4500-80e2-927a6be1607e	Threat Cause Type
		51404ff5-d784-4f1d-9cdd-8fd6e234c0de	Radiation/Light
		2cc54655-7ae8-4670-81d4-9f9d4173d39e	Temperature/Humidity Change
		24d6ae20-7494-4d03-8fdf-1be6754ec9fd	Stationary Vehicle
		e3c52ceb-464b-456f-bd46-5887aa4329ef	Railway
		e92eb945-b892-4cbc-8951-cc4f96c3ac5d	Unknown
		587c3c5c-397f-4fba-940d-61c8282ab8db	Conservation
		7e359294-df36-4a74-b2c1-fc0baeea8019	Drilling
		d4bc9a14-cad4-45d5-b593-db44c064bac7	Landmines
		1892fe6d-dacc-4bea-8ee9-d395c19d1912	Excavation (Bulldozing/Machinery)
		fe5628b9-6ef9-45df-9def-b6a1e600df63	Coastal Erosion/Retreat
		b878407e-ad91-45db-9594-dc2a1367f83e	Pollution
		e9c83755-e5d0-4cfa-81d3-8ded8cfd1bd8	Irrigation (Centre Pivot System)
		a6d0a827-5343-443e-932d-714fd0715755	Trees
		354b5b33-1063-4578-af48-8d20ca84e77b	Mining/Quarrying (Surface)
		cbf89ac5-ede6-42d9-b98d-71278dfe9f9d	Water and/or Wind Action
		c803d39d-8612-4785-b7ab-61a640aea945	Dumping
		414a8ff4-2615-4299-969b-cf59177c97d6	Mooring/Anchoring
		6d3d6e16-ce46-41de-b388-e25d64425e39	Clearance (Unclassified)
		ca77f748-b491-4a6c-ae14-01414c05c9c2	Mining/Quarrying (Unclassified)
		8cc5caa5-34fd-41d3-9374-9bb3b9443153	Cable/Pipe Laying
		0f34d340-642c-4862-a1dd-070c7253f9ca	Occupation/Continued Use
		ac294d90-d6f7-4145-a1fd-9d5cf5e30d72	No Visible/Known
		dd464332-d039-4a47-8542-cb81d84c95e2	Mining/Quarrying (Underground)
		2ea22be9-b176-4836-91b9-40cbcbad6023	Fire
		0c174fbf-d22c-4d1a-b31a-7560e66b1a87	Construction
		137d5f6d-19e2-4719-b25c-b0edf672b5c6	Human Movement/Trampling
		d075ba91-d4ff-4d98-b024-009ab509e067	Flooding
		0c8f897f-75c5-46fe-8732-753a1494be0c	Tunneling
		9244c91f-8588-4983-bea8-a8af7ba78882	Reconstruction
		f8ef3dae-8d6d-44a7-a6da-9756d859f693	Explosion/Heavy Weaponry
		cda00aa1-ddd1-493c-ae2a-9e0ff13a7794	Structural Robbing
		fc7fae8a-6361-4284-ad7e-95404904adde	Irrigation (Unclassified)
		873e3579-2aa9-45df-80af-642f6f309ccd	Gunfire/Light Weaponry
		bc2a80aa-2baa-4ab8-ac78-6dba5aafbc90	Precipitation
		2ce26121-d798-4eb7-81ad-d90318119f31	Irrigation (Channels)
		a9a8b947-f4a9-4f5e-aaff-db65ead733a7	Maintenance/Management Activities
		8ff9ea59-13f2-4a8e-843c-a1b22ea8654c	Refurbishment
		97fd699e-1a49-4f8f-9bc7-8514b739ae44	Demolition/Destruction
		0b30bc23-30a0-4604-aec3-c8a2e5fff6a6	Vegetation/Crops/Trees
		8bd83b67-23cd-47c0-a64d-559e95a5af04	Ploughing
		df6623db-d7a9-4036-a9ef-4ceb5626302a	Inundation
		29b9b1e1-23d7-4ed2-a481-80662497371f	Restoration
		3133e926-9840-4c65-8273-9dbfdd0c8021	Volcanic Eruption
		91e8a419-c5ee-4b65-8357-cabb8453ea39	Dissolved Salt
		b15eabd5-58dc-4cc6-b9ca-29cc17ec9860	Drought
		6fb84e26-b13b-4b99-957f-23ef95784d91	Aquaculture
		b51974df-7cbd-4341-baed-31f0bac94269	Mining/Quarrying (Open Trench/Pit)
		b08969e7-76df-4054-b6d1-a340bac2931b	Trawling
		994b1992-d107-42ab-9562-8931f61b0325	Excavation (Unclassified)
		c5f0852c-2423-4c85-872e-4d92791f2e83	Coastal Advance/Accretion
		4906c5a1-386a-42d0-b77d-34ab00581429	Road/Track
		4663e71f-45f4-48d2-baf6-2b9047920d0b	Seismic Activity
		c3eec06b-684f-4cf9-bf24-37382f9c5069	Excavation (Hand)
		2bd62654-b5bd-4555-b9ed-7ba025150bc6	Clearance (Hand)
		3d3fd0b0-2bbd-44b7-b891-5226b57d3f61	Wind Action
		c60197e2-90d6-431c-be0c-94df66397f92	Theft/Unauthorised Removal of Objects
		49582b33-2dbb-4d53-a263-1ad3406a873d	Breaking/Smashing
		b8576493-f60e-49a9-9e94-b1e638936927	Recession of Water
		61cf3aee-47f7-43c2-9c6a-6988fa94555a	Lack of Maintenance/Management/Legal Measures and Activities
		ac4b42f8-a44c-4853-8fb3-28a9e13ed840	Land/Rock Slide
		aa7a7731-0649-401d-9a26-b5dc145563f3	Animal/Pest Infestation
		1cff06df-4328-49e2-b560-b1c66992b934	Salvage
		f4561823-8ade-434b-9c60-b268b9624e75	Land Reclamation
		d24e500d-4f6f-4706-933e-54864348bd2e	Clearance (Bulldozing/Levelling)
		34306bcc-5f02-4e52-a498-a2f5d2fadc6e	Water Action
		6bd6ef35-4256-49a1-ba2f-7190c37432da	Grazing/Animal Movement
		11118170-ec29-4127-b420-2d5994a52b66	7400 BC
		a21d8fd7-0dd4-4104-90ef-cd40ec84c172	Cultural Period
		25feff4b-ac2a-43ed-971b-1c34e3845c0e	Unknown
		ca527dbf-2c4c-40d1-9179-be8993ef01e1	Bronze Age
		5a92f69c-10d8-4700-8ad6-4052d4972011	Iron Age
		e48b794a-e808-41f5-a86b-ec7f01a28a0b	Classical/Pre-Islamic
		37f8e0d1-b18b-4660-ad60-86fc2e60284c	Dynastic Egypt
		e7d4a28d-b125-493a-9ee3-65beff9178c1	Palaeolithic
		41f15894-0008-4d27-859d-e07d0c0fdcf4	Neolithic
		64d38d4e-9088-45f3-b07b-37638e514285	Pre-Dynastic (Egypt)
		683d10ff-a53c-4e40-ba9e-041503cf7df1	Islamic
		4a5b64b8-ee83-4a0c-bf97-f85465dd1e45	Epipalaeolithic
		6cd01fef-b046-400a-bfa9-73926d79cf89	4250 BC
		95975a67-9db4-4af0-9b23-9be33e2e9cab	Information Carrier Format Type
		43ae80d8-d4d3-4c5e-a4e4-b559e1771663	Digital Audio
		e6b9a9de-ac92-4a1e-b81c-771f405ad6c1	Online Access
		d6912948-ea9d-433f-9f59-ec5cdb05cb40	Digital Document
		d884eb09-0586-449d-ad79-b3063701bede	Physical Material
		1aeac1f0-836d-4ffd-afaf-1722852082a3	Kml/Kmz
		d8fc4187-d9b7-4670-9043-04a579435d28	Slide
		328d1020-9188-4de8-aa42-0d9cd4991098	Other/Unknown
		b0c13eff-d170-4798-bfb6-e7b306fb88c0	Digital Elevation Model
		03bdee94-3f73-424e-9d91-9e137ccbb043	Shapefile
		f92c59e8-acc5-4904-93e2-d8b8095a7b33	Digital Dataset
		a552e720-adac-43a8-b056-5f8dfb3e5421	GeoTIFF
		afa245f3-47e1-42ce-9749-903e20842434	Personal Communication
		d42ce43c-d1fa-4c6a-8fb8-247d23dfc229	Digital Video/Audio
		db185a34-f84b-4c1a-aa62-9fb2aebd8d3f	Film Negative
		c36729a8-11d5-4f0a-b21e-ced85d937838	Digital Image
		46265bc5-3f69-4640-95db-f4e45f6ce825	Other GIS File
		42a7af50-2988-4f10-810b-70dcbb94594a	Glass photographic plate
		d5a34982-c259-4cf8-b780-4c28d095bb3b	Data Extent
		c048270f-4544-47ed-bbd6-889505af9c8b	Intervene with Governmental Authorities
		8813333c-a449-4e46-9f58-76e9cd0b65a1	Datum Type
		8f251423-21da-48f5-9265-19436c85be2d	Chart Datum
		01e865c8-d268-42d3-9977-1d264e4dd7cf	Mean High Water
		6b2ec2e5-c733-4ccb-a826-f0aa367c0009	Biological Mean Sea Level
		6bc9c3c4-3fc0-43d6-abd2-e1d05b97a095	Other
		34a0da11-a46d-4803-95c7-5530dea23edb	Mean Low Water
		e5883ab0-9581-4aa7-885a-17ec52c1e72d	Regional/Local Datum
		76efb172-c9b6-4054-b306-e3ac1a03160d	Mean Sea Level
		176e80c0-41b1-492e-866d-87f402e91bee	Unknown
		c4708674-dd3c-4930-a21e-50fe26b8fee3	Marine/Coastal
		d366c2a2-d92b-494a-9489-87d5f43b3db3	Island
		1757ed63-7cd4-418f-881f-fc6f67b7fccf	Bay
		3bb9e3ed-4aa7-40b4-9c68-a7bcaf02b4a0	Seabed
		b815d54a-e043-43f1-ab62-35c6f0da1069	Delta
		084dde17-63b1-4fda-9af8-c928fca46229	Spit/Tombolo
		9553683f-aee2-4311-8c7e-b557298a3fb1	Sabkha/Sandflat/Mudflat
		a0389994-470e-4a3a-a811-85b927b56052	Lagoon
		a83f190c-bc43-4a36-a107-0e0b694efd6c	Coastal Cliff
		2f5daf38-27d4-41fd-84e0-8dd06280b3cd	Beach (Sand/Gravel)
		a95e90fe-c29d-4f64-a4b4-4c49a7b37745	Wave-cut Platform
		680dc48d-5e7b-4878-8f96-b58a23d8accb	Beach Ridge
		71b42a58-7213-4b28-bc3c-ceb075804eec	Estuary
		e7786595-0be7-4e15-b802-4c1ff10828d2	Tsunami
		3f912131-e24a-4d3c-9262-bd4fb6ca1dba	Marine Terrace
		414e2f68-0918-4e12-9cc2-958b846e0c72	Boulder Deposit
		514884fd-54ef-4fb2-a0df-b73246f3321c	Notch
		56a66770-135d-4d72-b5d1-1af66bfde0a2	Islamic (North Africa)
		28fdfdd5-8c76-450f-a5ba-7d7a7c8151b9	Entertainment/Leisure
		3aea086f-2937-4c42-9a27-ad53491881aa	To Date
		d497753e-5ec2-4d7f-a283-61b78ca9a55c	6700 BC
		54cd52ae-233f-40ee-a274-8fc3a673d1e2	10500 BC
		802a1e28-1eed-4719-85a0-02c9cf9e1b0c	AD 224
		698b719e-3905-4809-a330-1c39012a6bf1	1500 BC
		cafcd10e-3381-4932-9cbe-e098712b8e60	600 BC
		bf0fc790-3766-430a-bf2f-40c0029e8aa8	AD 1918
		71e2ec12-b1f0-44fd-9657-f98919d191da	AD 650
		96b472a4-edad-4080-beb5-e826b75660bb	2055 BC
		32d0995a-b440-4e8c-a017-52a445d32a73	9600 BC
		a14fef7e-f068-43fc-a625-7c8126660a64	6350 BC
		29e00306-3b77-4bc0-acce-e745c98a8dd0	7500 BC
		27eeac05-612a-4bd2-9856-6ca8f1434add	AD 350
		6c0370d9-17a7-4e9c-8628-b8cad1761a18	3650 BC
		36402b7c-b3c6-4779-9c65-6ec236c96007	9450 BC
		0bb57c9f-1b7e-48e8-a081-be1183ad36b8	380 BC
		80c60840-2ec1-45a4-b638-4fe8415d1e6c	5850 BC
		24aa0bd3-1b97-4f82-a6dc-bcd0bf5d1643	160 BC
		cb203762-82db-4df1-99ba-6816000bfc89	9250 BC
		a1c0d735-d2cd-412e-b36f-c10f561f8153	6750 BC
		9b5bd64d-d8e8-4b14-b4ef-2992647a208e	AD 2000
		78f8e9c8-f4cb-4782-8a20-0bb2c6f8c968	38 BC
		89c4c17e-73cd-4093-8c7c-89149f7392ef	2150 BC
		d53a0983-22e7-4931-97e1-ed660f7a9c9f	525 BC
		3336e123-8296-489d-ba78-9f1977380ab1	AD 1517
		906096f7-c1b3-4265-8965-9bb72c35e949	AD 400
		239b40d9-2ec4-48cc-a352-8a8c380a178d	7750 BC
		9fd572f5-df6e-4cfa-ac3f-b584468cfb79	AD 235
		d696f065-d03f-4464-84fe-4b1f56e0d7cd	9100 BC
		3c8925de-583a-4b8a-9edd-cdf7fe8e9735	800 BC
		2e5107bd-8503-4695-9e1b-08989d48636e	AD 285
		400317e2-4c19-43c9-89a9-f0cc9f154dd3	AD 1
		965ad196-e914-4964-9a23-87b43677d87c	AD 1952
		0b62305e-8962-4607-a3ed-66821491df4f	AD 1100
		c24c99f1-1708-482a-a389-112c328d9224	AD 96
		4b910e59-6039-4732-93f1-7564743f6eb7	2600 BC
		820e252a-1343-486b-84e8-c279778d707a	2160 BC
		6f4bf1c0-0c17-4e99-90a1-d1c00ceda4a5	AD 200
		91550383-7cc7-4ce2-8ef5-2f25061d338e	3150 BC
		74bd3ce0-9f34-4f4b-bb34-c61e7ee0f486	9700 BC
		005d4a30-b8f2-4bd9-bb20-9d5e2addfdb4	8750 BC
		6d0b75bc-b771-4c06-9081-982154549287	3300 BC
		964bd950-ed16-4847-8909-eb519c8f97c2	2613 BC
		50500d7b-e364-428d-857c-57ce76e8d424	AD 800
		987636c0-3cb4-42d3-bbe0-020a3e1b2785	AD 1962
		b37c2244-2ea7-480c-999b-e6ecbafb6dbc	5500 BC
		86c70584-d079-4354-9ee7-c42c0efc3743	AD 1070
		a76b7b72-ee50-425d-be80-b20c9e403b4d	5200 BC
		96290b37-b2f3-4736-8b18-2a02723eff32	AD 1939
		6360fed6-cd3b-4f6a-8ab5-8e7c58a46a7b	AD 42
		8db1ab97-ee70-4cb6-b61a-a16d0107b8f7	2345 BC
		b3d450af-6cfc-4793-b4f3-49dad023bff0	AD 2050
		3d211041-f07c-452b-aa7c-00604776fe26	AD 1300
		fceb8aef-bef4-4974-91ae-57c2e4711676	3550 BC
		688f9fef-c2d5-4ee7-a3e9-6cf47bb2fb49	1050 BC
		f7140711-a0bc-47a7-9717-8b6587fd6922	2900 BC
		34740664-d410-46b1-844e-ff7dfec51d02	AD 1060
		5aeebe40-bdf7-4c35-8eba-dfa026f1e308	AD 1171
		4b2bc0c7-c5eb-4dad-adfe-78aeef2c6a97	200 BC
		86bad17f-6c0f-4e12-9cc6-814849825d78	4000 BC
		d71c6d37-7419-4074-932a-95ab58594adc	AD 1550
		f3d83884-490b-4fbf-a27c-646cf307a16f	1100 BC
		3ecb3b99-a1b7-4a7f-aa81-0623c75facaa	1150 BC
		0893fac3-a14c-43fa-818c-7665f502fc03	6800 BC
		84d801aa-3fc7-4e2a-8c74-8d3b9f82612b	7250 BC
		8f417b95-6538-441b-b8fb-cad9555be0e9	250000 BC
		51454322-238c-4a67-8324-11f42a1dc731	6500 BC
		d6c5ef04-6c33-40ec-a091-160ae563a360	AD 1951
		48e6dfca-64d8-49d6-b14e-ded46b087345	8450 BC
		1283334e-ed49-49c2-b2e3-16355ede8185	7200 BC
		8cc36441-3cb4-4b7b-b4df-660f7893887e	7100 BC
		ab7ad018-01d9-48fe-bd5a-475bc77a9272	550 BC
		92defa8c-51a8-4985-beec-f68e4dbb9512	9950 BC
		d8fc7c3b-e685-42c3-8ae5-00a9f1b012f8	7150 BC
		f224d9be-b339-4d24-afcf-83e32e2bf32b	1 BC
		74de5d66-5400-4dfc-a447-af1721b44ce8	AD 50
		08954447-0296-45cd-8d4c-2273f7ed5ef2	1900 BC
		4ffe7cdb-fdf3-4aa1-8f9b-5fd7e6a05d74	AD 641
		55ddc270-f69e-4669-9977-5e8bd7bbb3ad	2350 BC
		81990695-d2d6-41eb-a7aa-3757cabf0093	945 BC
		6d00301c-68cb-4339-8388-100dc30ecee1	7000 BC
		e248e9c2-f6f1-46ad-ae77-fd2caf0768da	45000 BC
		33b4e504-d444-4e87-b000-b520cec955b9	5700 BC
		d12278c2-1daa-48c6-9f61-4129789c4992	9900 BC
		90d8a664-0a65-4767-9217-a607947f8980	AD 610
		e504668e-c98c-43a7-887a-88c2019a2c72	8200 BC
		84393fb4-1fcc-4ab7-a0f4-8ac11cf61ddc	0 BC
		af34e88d-0814-4f82-b24a-433c457a7586	AD 324
		3c101fba-ea92-41f0-b312-91b55edcbe1b	3350 BC
		84d17284-e911-41bf-9802-6ac78029bf05	300 BC
		3e62d2b8-5e72-433e-adab-5852999f2500	AD 1750
		44764c0b-bb9b-4f30-9abd-a3203b215757	2686 BC
		f90488b5-5d65-4d3e-a828-6aa6b4e5f35b	5650 BC
		bec58ea0-9b75-4a83-aef6-376203156fb5	2550 BC
		1819fddc-6f9d-454b-ae70-873ac6158a71	AD 1390
		4f9f9eac-e15d-43bd-966d-d6e4009d52cc	5050 BC
		c896b381-dad0-479a-bec2-36b6afd51b47	7650 BC
		6e7c5ac2-e6a4-403d-b304-e41742a0e52e	AD 361
		be4adb54-2f72-40cf-8f37-de45353f2830	AD 394
		a96460dd-1a58-425f-b61a-d7a7fb5cab68	900 BC
		34916b19-aead-435b-a82a-62d6fe27aec5	AD 500
		10271bf0-aa60-499d-a104-8e66cd32467e	6950 BC
		d1c75994-c2bf-4296-b8ba-726551262507	5000 BC
		d0d25bf3-e2ac-45e1-a5fd-fbc7f4e08b7e	7850 BC
		7cc47fcc-56c5-4c6c-ab01-cbe7c9ef3b52	700 BC
		c971cd15-2c23-49e1-9143-d3a13cbcc47e	1650 BC
		0e53f85b-8b4a-4e31-981d-fcd7a5b203e0	1069 BC
		fe31606f-2107-4428-a38e-ac5cfe53bb47	5250 BC
		87dc7df6-50fa-4797-9ee4-b92e7aad900f	332 BC
		3ad4e45c-545e-4a1f-9b06-bbb197026736	AD 250
		4dbf8e6e-41ce-44bb-8627-4a097bcae402	AD 700
		bb17c753-7560-4250-a686-ad3117cf1149	AD 395
		1ee325a0-3ce5-4871-981b-55f57f79f1b8	AD 1801
		322fd0da-c53c-482b-92d0-9c20de7fa09e	150000 BC
		2e6c67a9-69f4-49cf-9373-913ba9d262bc	5400 BC
		e1650344-d645-4116-9b08-b5e55a4349da	27 BC
		141249d3-83a7-47f6-9001-2c662b5bdd85	9300 BC
		ad80255c-f6bb-40c1-8e46-fcfba352d1b6	5900 BC
		b83b5358-093f-49e9-9a20-3d25086bea23	9350 BC
		3c9e7fc2-750a-4d6e-9a39-302995bad45d	18000 BC
		70567ad0-be64-4b2d-9ec7-00d8cf9d9bf3	1450 BC
		65c1b292-1f35-467b-a30d-3d4e9fb81934	2890 BC
		b799a346-7533-4e31-a0f1-e4664ea9881c	150 BC
		775937ad-4b25-47b0-9152-e98430ff20f9	AD 1912
		5b333e46-03c7-4223-a3c7-969c9ebc7c60	950 BC
		c694c3b3-5489-4be9-a4be-ce6a4686c5df	3600 BC
		5911a2db-8dc5-4854-9469-2786a8aed31e	3800 BC
		d589eaa4-f955-4ddc-8955-77eb4975140c	8150 BC
		b496c193-8ab8-4156-bb9e-1a448a8b7876	146 BC
		4891ba46-3b8c-4eb8-81bb-ae3f2ae85f74	3200 BC
		947a6d75-8a0b-47ab-a28a-d6bf20bc18b0	6650 BC
		de417151-d64c-403b-ba12-01e703a29498	2025 BC
		00265e38-4a27-401a-a99e-d75c9d7b0747	AD 750
		db0699a2-ae1c-45b2-bfbe-2799b3dc0010	64 BC
		ceac8514-b5f2-4f8d-860c-0d816a3c7074	3250 BC
		4e308b15-6cee-4ea0-930e-bfbf5e2fd318	9550 BC
		629b5d32-580c-4381-88b8-b91c16eb495a	9800 BC
		53557d57-d10d-4b6a-b42c-ceb0e13e8d59	9650 BC
		f33693ab-cd36-41f5-a1fb-42037a3b7518	AD 969
		a5c0c9a6-2aff-43d6-92a5-8dd878db21a2	9500 BC
		e3ee3bd4-691f-4f5f-a9ee-67f60488b2e5	6000 BC
		f7e35301-c54b-4dae-9f64-27343082536c	6300 BC
		ed9b245f-0c34-4f2a-87aa-8d2bad061603	AD 651
		3fe8afa4-dd75-41e1-bb61-9ac69323e451	6100 BC
		fa27d12e-8062-4fb3-ad2b-db929c2420c0	AD 1260
		9d4c64c1-e64e-4359-a64e-01f224973c47	5550 BC
		e0e0c044-2fbe-4772-8828-32e04c2d5578	AD 1574
		51eb0658-427d-43f3-8ed7-5eff8ab36ff9	AD 430
		bc8d9497-c08b-4770-8d8e-49694f838d02	9050 BC
		102a8f63-16c2-45d8-8b25-2105f81dd58a	2500 BC
		07ef7338-370d-4f29-9aeb-ce39fe849019	10000 BC
		da5c9d9d-b9c7-4f5c-bea7-dd0c27473d31	3050 BC
		e93684cf-186e-41b1-9999-e4a8f7dfcb7a	2200 BC
		d5e6b9f4-b109-4ecf-921e-8834492118ae	AD 600
		27f4e5e3-943a-49a0-a94e-3b429b6eb41c	24000 BC
		442354cb-0dcb-4cce-ad3a-043950ae764a	AD 868
		b5572c7c-3e95-4276-84c8-b631d33fa61c	4600 BC
		6ade71c4-3b36-4883-9287-335204320710	AD 640
		72469e8b-4b4d-4ffc-9cb0-54caa984bf62	AD 100
		11933c42-08a9-42e1-80cc-0fca87f848a6	8000 BC
		5949b5ed-e288-4015-8920-3ffb4ed94199	7900 BC
		1a120254-a4a7-474f-89d0-184216aa70e8	4800 BC
		b52f1484-5ac3-4624-a91b-7f6ab75f0ae1	AD 1850
		62a96307-0d3f-42a9-8f56-4d74ad168904	AD 1150
		89e859ef-37d7-4b3f-8e2c-5a4500111614	1700 BC
		d49dd9bd-b4ef-4a89-bad9-1ee1e22ea7dd	850 BC
		c2e19287-de09-464d-9965-1446a0812348	AD 1450
		8385f15b-4468-402f-a968-2d8b41f14337	5800 BC
		09207fc4-8503-4d6c-aab9-acdda5162072	2800 BC
		9ce9f1ea-06e9-4f41-9b29-9ffdffbf537b	323 BC
		90960880-61f4-4ab3-89df-5c26271e58c3	AD 950
		8c9b6996-255c-4972-8923-e01887e1dfd5	7600 BC
		e7952d40-fe81-4281-bf0f-9dcb0a6f4dd3	6550 BC
		a9d76f19-efcf-4ef2-89cb-cfe393415112	2400 BC
		c3f0129e-0059-46c7-84c2-9758bcba4520	7700 BC
		588e35fc-1aaf-4ec2-ad6d-53791d7cf7db	4050 BC
		e59a20c5-7d99-4c47-adf6-c9c4a07b4edb	1350 BC
		a2bf8ef2-7396-400a-bdd8-2e8fdeb716bc	7550 BC
		78967e7f-09a4-405e-ad2c-25240738d990	AD 645
		e9290399-2d83-4e61-a9c6-7e59be46b614	6150 BC
		89a75bea-4b43-493c-acb8-0930360cf376	750 BC
		26dd36eb-603a-4e5b-a633-3ecb2314906d	AD 1830
		ec6752f4-4ac0-473e-8515-6014b979b23e	2850 BC
		9eafe4d2-e66e-4d1f-ae52-728eb51ac6b3	AD 1922
