Geometric Place Expression,Assessment Activity Date,Disturbance Date Occurred Before,Disturbance Date Occurred On ,Recommendation Type,EAMENA ID,Datum Type,Threat Probability ,Cultural Period Certainty,Site Feature Arrangement Type,Site Feature Number Type,Heritage Place Resource Instance,Assessment Investigator - Actor,GE Imagery Acquisition Date,Disturbance Date From,Disturbance Date To ,Imagery Acquisition Date,Designation To Date,Disturbance Date Occurred On ,Disturbance Date From,Disturbance Date To ,Land Cover Assessment Date,Maximum Depth/Min Elevation,Tidal Range,Detailed Condition Assessments,Threat Cause Type,Depositional Process,Spatial Coordinates Ref System,Disturbance Cause Assignment Assessor Name - Actor,Overall Site Morphology Type,Overall Site Shape Type,Archaeological From Date,Overall Condition State Type,Assessment Activity Type,Disturbance Cause Certainty ,SH Date to,Measurement Source Type ,Disturbance Cause Category Type,Site Feature Interpretation Number Type,Investigator Role Type,Archaeological To Date,Cultural Period Type,Heritage Place Function,Effect Type,Geometry Qualifier,Cultural Sub-period Certainty,Heritage Place Function Certainty ,Datum Description/EPSG code,Address,Address Type,Administrative Division ,Administrative Division Type,Construction Technique,Material Type,Material Class,Measurement Unit,Measurement Number,Site Feature Interpretation Type,Site Feature Form Type Certainty,Site Feature Shape Type,Country Type,Information Resource,Site Feature Interpretation Certainty,Site Feature Form Type,Google Earth Assessment,Effect Certainty,Minimum Depth/Max Elevation,Wave Climate,Heritage Place Type,Land Cover Type,General Description,Geometry Extent Certainty,SH Date From,Related Geoarchaeology/Palaeolandscape,Dimension Type,Date Inference Making Actor Name,Threat Inference Making Assessor Name - Actor,Built Component,Location Certainty,Disturbance Cause Type ,Overall Archaeological Certainty Value ,Grid ID,Cultural Sub-period Type,Threat Category,Fetch Type,Bedrock Geology Type,Surficial Geology Type,Priority Type,Information Resource Acquisition Date,Designation,Resource Name,Topography Type,Damage Extent Type,AH Date To,Designation From Date,General Description Type,Name Type,Resource Orientation,Cadastral Reference,Disturbance Date Occurred Before,Intervention Activity Type,BP Date To,AH Date From,BP Date From,Restricted Access Record Designation,resourceid
GEOMETRYCOLLECTION (POINT (35.922125 33.616188)),27/02/2017,,,,EAMENA-0115975,,,Definite,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000218, Bonatz_2002_49?",,,,,,"Designation, Alternative Reference",,None,,,,,,,bd8dd809-a812-408d-b384-9e0b1c5aa102
GEOMETRYCOLLECTION (POINT (35.942102 33.617838)),27/02/2017,,,,EAMENA-0115982,,,Definite,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia),Domestic,,,Definite,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,Roman Imperial (Levant/Mesopotamia),,,,,,,,"E35N33-42_000225, Bonatz_2002_13?",,,,,,"Designation, Alternative Reference",,None,,,,,,,0db9cd15-0582-4eb2-b642-8811c9be1160
GEOMETRYCOLLECTION (POINT (35.933766 33.606453)),27/02/2017,,,,EAMENA-0115986,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000229, Bonatz_2002_17",,,,,,"Designation, Alternative Reference",,None,,,,,,,3fbf03a9-107f-44e1-a821-25a791c8624f
GEOMETRYCOLLECTION (POINT (35.931761 33.610824)),27/02/2017,,,,EAMENA-0115985,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000228, Bonatz_2002_16",,,,,,"Designation, Alternative Reference",,None,,,,,,,47346443-e0b0-42f4-8710-31688e5dbfdb
GEOMETRYCOLLECTION (POINT (35.917977 33.607541)),27/02/2017,,,,EAMENA-0115987,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Agricultural/Pastoral,,,,High,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000230,,,,,,Designation,,None,,,,,,,acdea9bb-6ee8-4704-9ba1-d45a709d49f8
GEOMETRYCOLLECTION (POINT (35.942476 33.61662)),27/02/2017,,,,EAMENA-0115983,,,Possible,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia),Industrial/Productive,,,Possible,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,Roman Imperial (Levant/Mesopotamia),,,,,,,,"E35N33-42_000226, Bonatz_2002_11",,,,,,"Designation, Alternative Reference",,None,,,,,,,5d3ec5aa-f027-4491-a5b1-73baa3a18a2c
GEOMETRYCOLLECTION (POINT (35.94768 33.60081)),27/02/2017,,,,EAMENA-0115992,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000235, Bonatz_2002_15?",,,,,,"Designation, Alternative Reference",,None,,,,,,,3c59c654-93db-402a-83a6-4c4fd8c7d912
GEOMETRYCOLLECTION (POINT (35.943464 33.615131)),27/02/2017,,,,EAMENA-0115984,,,Definite,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia),Funerary/Memorial,,,Definite,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,Roman Imperial (Levant/Mesopotamia),,,,,,,,"E35N33-42_000227, Bonatz_2002_12",,,,,,"Designation, Alternative Reference",,None,,,,,,,bceb0fd7-8919-413b-abd5-774b72b9b895
GEOMETRYCOLLECTION (POINT (35.921921 33.608548)),27/02/2017,,,,EAMENA-0115990,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Agricultural/Pastoral,,,,High,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000233,,,,,,Designation,,None,,,,,,,7eb58e82-5111-4b80-85f6-db50f9cb4f0e
GEOMETRYCOLLECTION (POINT (35.914032 33.599642)),27/02/2017,,,,EAMENA-0115994,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000237, Bonatz_2002_40?",,,,,,"Designation, Alternative Reference",,None,,,,,,,83ffdb80-9e47-4aea-b092-938675e90975
GEOMETRYCOLLECTION (POINT (35.930713 33.603338)),27/02/2017,,,,EAMENA-0115993,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000236, Bonatz_2002_18?",,,,,,"Designation, Alternative Reference",,None,,,,,,,9c91dbed-6e72-4560-92e3-7afbea0ece60
GEOMETRYCOLLECTION (POINT (35.920774 33.60344)),27/02/2017,,,,EAMENA-0115988,,,"Probable, Probable",,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Iron Age (Levant/Mesopotamia)",Defensive/Fortification,,,"Probable, Probable",High,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,"None, None",,,Medium,,,E35N33-42,"Roman Imperial (Levant/Mesopotamia), Iron Age, Post-Assyrian/Achaemenid/Persian (Levant/Mesopotamia)",,,,,,,,"E35N33-42_000231, Bonatz_2002_19, Haql RÃ¢chaya",,,,,,"Designation, Alternative Reference, Toponym",,None,,,,,,,b099f0a7-66b1-4683-8a63-d4c7ca1a4f25
GEOMETRYCOLLECTION (POINT (35.922501 33.601609)),27/02/2017,,,,EAMENA-0115989,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000232, Bonatz_2002_39?",,,,,,"Designation, Alternative Reference",,None,,,,,,,f9db54e9-d978-4bbb-a16b-1375c34ca71e
GEOMETRYCOLLECTION (POINT (35.892097 33.595519)),27/02/2017,,,,EAMENA-0115996,,,Definite,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Islamic (Levant/Arabia),Domestic,,,Definite,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,"Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)",,,,,,,,"E35N33-42_000239, Bonatz_2002_35",,,,,,"Designation, Alternative Reference",,None,,,,,,,41b1a96e-b050-4a14-8459-f3505e26931e
GEOMETRYCOLLECTION (POINT (35.914322 33.591896)),27/02/2017,,,,EAMENA-0115999,,,"Possible, Definite, Definite, Possible, Definite",,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Iron Age (Levant/Mesopotamia), Iron Age (Levant/Mesopotamia), Bronze Age",Domestic,,,"Possible, Definite, Definite",High,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,"None, None, None, None, None",,,Medium,,,E35N33-42,"Roman Imperial (Levant/Mesopotamia), Post-Achaemenid/Hellenistic/Seleucid (Levant/Mesopotamia/Iran), Iron Age, Post-Assyrian/Achaemenid/Persian (Levant/Mesopotamia)",,,,,,,,"E35N33-42_000242, Bonatz_2002_23",,,,,,"Designation, Alternative Reference",,None,,,,,,,5e427781-5406-4dfd-835d-e498eab2a683
GEOMETRYCOLLECTION (POINT (35.906548 33.604366)),27/02/2017,,,,EAMENA-0115995,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Agricultural/Pastoral,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000238,,,,,,Designation,,None,,,,,,,9e214189-c789-4e52-9485-456d91382173
GEOMETRYCOLLECTION (POINT (35.913412 33.594027)),27/02/2017,,,,EAMENA-0116000,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Low,,,E35N33-42,,,,,,,,,"E35N33-42_000243, Bonatz_2002_37",,,,,,"Designation, Alternative Reference",,None,,,,,,,c311c2de-a180-4cea-a8ee-20b1cc2353a2
GEOMETRYCOLLECTION (POINT (35.887814 33.593958)),27/02/2017,,,,EAMENA-0115997,,,Definite,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia),Religious,,,Definite,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Medium,,,E35N33-42,Roman Imperial (Levant/Mesopotamia),,,,,,,,"E35N33-42_000240, Bonatz_2002_36",,,,,,"Designation, Alternative Reference",,None,,,,,,,eab370d8-5203-4e84-9225-35a0bc604a91
GEOMETRYCOLLECTION (POINT (35.916721 33.590657)),27/02/2017,,,,EAMENA-0116002,,,"Definite, Not Applicable",,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Unknown","Domestic, Industrial/Productive",,,Definite,"Definite, Definite",,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,"None, None",,,Negligible,,,E35N33-42,Roman Imperial (Levant/Mesopotamia),,,,,,,,"E35N33-42_000245, Bonatz_2002_22",,,,,,"Designation, Alternative Reference",,None,,,,,,,2f337226-f432-40c9-aa80-eb9f9b8e7796
GEOMETRYCOLLECTION (POINT (35.904062 33.587914)),27/02/2017,,,,EAMENA-0116003,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Agricultural/Pastoral,,,,Low,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000246,,,,,,Designation,,None,,,,,,,8346705e-2e3d-4fcc-8566-4d1f27c90a44
GEOMETRYCOLLECTION (POINT (35.869619 33.583098)),27/02/2017,,,,EAMENA-0116008,,,Probable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Islamic (Levant/Arabia),Hydrological,,,Probable,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Definite,,,E35N33-42,"Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)",,,,,,,,"E35N33-42_000251, Bonatz_2002_28",,,,,,"Designation, Alternative Reference",,None,,,,,,,8cdd29d0-27bc-4e29-a9f4-2f73f946038f
GEOMETRYCOLLECTION (POINT (35.89029 33.587201)),27/02/2017,,,,EAMENA-0116004,,,"Definite, Definite, Definite, Definite",,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,"Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Iron Age (Levant/Mesopotamia), Bronze Age (Levant)",Domestic,,,"Definite, Definite, Definite",Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,"None, None, None, None",,,Medium,,,E35N33-42,"Post-Achaemenid/Hellenistic/Seleucid (Levant/Mesopotamia/Iran), Iron Age, Post-Assyrian/Achaemenid/Persian (Levant/Mesopotamia), Late Bronze Age (Levant)",,,,,,,,"E35N33-42_000247, Bonatz_2002_30, El-GhaÃ¯da",,,,,,"Designation, Alternative Reference, Toponym",,None,,,,,,,9215916b-dd21-43f0-af82-e5f755e1aca4
GEOMETRYCOLLECTION (POINT (35.898936 33.587275)),27/02/2017,,,,EAMENA-0116006,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000249, Bonatz_2002_24",,,,,,"Designation, Alternative Reference",,None,,,,,,,b0aa6f15-e611-4e60-9907-00641109e9c3
GEOMETRYCOLLECTION (POINT (35.874859 33.583166)),27/02/2017,,,,EAMENA-0116007,,,Probable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Islamic (Levant/Arabia),Hydrological,,,Probable,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Definite,,,E35N33-42,"Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)",,,,,,,,"E35N33-42_000250, Bonatz_2002_34",,,,,,"Designation, Alternative Reference",,None,,,,,,,e9bd7608-7c20-4fe0-b275-5b91bb4ab803
GEOMETRYCOLLECTION (POINT (35.822758 33.556574)),27/02/2017,,,,EAMENA-0116016,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000259,,,,,,Designation,,None,,,,,,,2532a29d-95d7-4a80-afbb-b9485329d812
GEOMETRYCOLLECTION (POINT (35.867807 33.581296)),27/02/2017,,,,EAMENA-0116009,,,Probable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Islamic (Levant/Arabia),Hydrological,,,Probable,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Definite,,,E35N33-42,"Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)",,,,,,,,"E35N33-42_000252, Bonatz_2002_27",,,,,,"Designation, Alternative Reference",,None,,,,,,,f40b8f0c-3879-4553-9fc0-7ed7aaaa86ba
GEOMETRYCOLLECTION (POINT (35.860874 33.581336)),27/02/2017,,,,EAMENA-0116010,,,Probable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Islamic (Levant/Arabia),Hydrological,,,Probable,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Definite,,,E35N33-42,"Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)",,,,,,,,"E35N33-42_000253, Bonatz_2002_26",,,,,,"Designation, Alternative Reference",,None,,,,,,,5d56e014-f693-4d3f-9192-78f55f785618
GEOMETRYCOLLECTION (POINT (35.856731 33.581841)),27/02/2017,,,,EAMENA-0116011,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000254, Bonatz_2002_25",,,,,,"Designation, Alternative Reference",,None,,,,,,,6c0df723-8a91-4f9d-86b9-6e22999ed9b2
GEOMETRYCOLLECTION (POINT (35.860057 33.587391)),27/02/2017,,,,EAMENA-0116012,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000255,,,,,,Designation,,None,,,,,,,e5239437-fa5a-4160-bc7d-2e9ea794acbb
GEOMETRYCOLLECTION (POINT (35.814305 33.57584)),27/02/2017,,,,EAMENA-0116015,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Domestic,,,,High,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000258,,,,,,Designation,,None,,,,,,,ef163380-581a-45ae-9abc-d483aded2305
GEOMETRYCOLLECTION (POINT (35.817872 33.586909)),27/02/2017,,,,EAMENA-0116013,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Domestic,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000256,,,,,,Designation,,None,,,,,,,fcac49e4-521d-4e57-82ad-da372d55f27a
GEOMETRYCOLLECTION (POINT (35.792415 33.524048)),27/02/2017,,,,EAMENA-0116022,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000265,,,,,,Designation,,None,,,,,,,2aec2dda-141d-4a0b-84b2-0658f893dc34
GEOMETRYCOLLECTION (POINT (35.818308 33.531264)),27/02/2017,,,,EAMENA-0116021,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Domestic,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000264,,,,,,Designation,,None,,,,,,,464ec075-8817-4399-a9fd-9e8f4d29848c
GEOMETRYCOLLECTION (POINT (35.807592 33.560219)),27/02/2017,,,,EAMENA-0116017,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Domestic,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000260,,,,,,Designation,,None,,,,,,,5060821e-9539-4241-8146-d24dc739578c
GEOMETRYCOLLECTION (POINT (35.845966 33.527494)),27/02/2017,,,,EAMENA-0116023,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Agricultural/Pastoral,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000266,,,,,,Designation,,None,,,,,,,782e9681-4e75-440d-b0d1-df433d19e5ae
GEOMETRYCOLLECTION (POINT (35.817484 33.516866)),27/02/2017,,,,EAMENA-0116024,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Domestic,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000267,,,,,,Designation,,None,,,,,,,9f50d32e-898c-42ce-be87-8a0f34bf7b8b
GEOMETRYCOLLECTION (POINT (35.847983 33.532901)),27/02/2017,,,,EAMENA-0116020,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Agricultural/Pastoral,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000263,,,,,,Designation,,None,,,,,,,d10e0697-4e7b-4d8c-9e7d-8958d9e773d4
GEOMETRYCOLLECTION (POINT (35.950554 33.54299)),27/02/2017,,,,EAMENA-0116019,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Domestic,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000262,,,,,,Designation,,None,,,,,,,efda9558-7bd2-4baa-b63d-6b72e21e99a1
GEOMETRYCOLLECTION (POINT (35.844233 33.515481)),27/02/2017,,,,EAMENA-0116025,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Agricultural/Pastoral,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000268,,,,,,Designation,,None,,,,,,,d978af90-f9be-4ab3-9b6f-86544b95f0ff
GEOMETRYCOLLECTION (POINT (35.845603 33.510141)),27/02/2017,,,,EAMENA-0116026,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Domestic,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000269,,,,,,Designation,,None,,,,,,,e5b0119f-f557-4e83-80c0-313318e91bd2
GEOMETRYCOLLECTION (POINT (35.770971 33.534063)),27/02/2017,,,,EAMENA-0115899,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000142, Hawsch Hafufa, Haouch Hafoufa, MAR000028, Li05258",,,,,,"Designation, Toponym, Toponym, Alternative Reference, Alternative Reference",,None,,,,,,,04abb3d0-5038-40e9-8f7b-0f6bcd406739
GEOMETRYCOLLECTION (POINT (35.801365 33.628973)),27/02/2017,,,,EAMENA-0115876,,,"Not Applicable, Definite, Possible",,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,"Unknown, Palaeolithic (Levant/Mesopotamia/Arabia), Neolithic (Levant/Mesopotamia)",Unknown,,,Definite,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,"None, None, None",,,Negligible,,,E35N33-42,"Palaeolithic, Upper (Levant/Arabia/Mesopotamia)",,,,,,,,"E35N33-42_000119, Qata' al-Elyas, Qataa el Eliassi, MAR000087, Li05134",,,,,,"Designation, Toponym, Toponym, Alternative Reference, Alternative Reference",,None,,,,,,,0a744ae6-d09a-4272-81cf-7723e8ab3fac
GEOMETRYCOLLECTION (POINT (35.825398 33.662957)),27/02/2017,,,,EAMENA-0115845,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,Negligible,,,E35N33-42,,,,,,,,,"E35N33-42_000088, Sahm al-Qasab, Sahm el Qassab, MAR000136, Li05111",,,,,,"Designation, Toponym, Toponym, Alternative Reference, Alternative Reference",,None,,,,,,,0518b23e-42fd-48e2-bcde-cee04fa6d610
GEOMETRYCOLLECTION (POINT (35.817386 33.584842)),27/02/2017,,,,EAMENA-0116014,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Domestic,,,,Medium,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000257,,,,,,Designation,,None,,,,,,,0d5eed91-c4a4-44c7-bbf5-16e8435520e4
GEOMETRYCOLLECTION (POINT (35.910315 33.608594)),27/02/2017,,,,EAMENA-0115959,,,"Definite, Definite",,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,"Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)",Domestic,,,Definite,Definite,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,"None, None",,,Definite,,,E35N33-42,Roman Imperial (Levant/Mesopotamia),,,,,,,,"E35N33-42_000202, Bonatz_2002_38, Sidi el-QalioÃ»n",,,,,,"Designation, Alternative Reference, Toponym",,None,,,,,,,0dbaad8d-de86-4e5e-8734-58d3d1350ed6
GEOMETRYCOLLECTION (POINT (35.897948 33.545743)),27/02/2017,,,,EAMENA-0116018,,,Not Applicable,,,,Letty ten Harkel,,,,,,,,,,,,,,,,,,,,,Desk-based,,,,,,,,Unknown,Domestic,,,,Low,,,,,,,,,,,,,,Lebanon,,,,None,,,,,,,,,,,None,,,High,,,E35N33-42,,,,,,,,,E35N33-42_000261,,,,,,Designation,,None,,,,,,,1007d514-dc9b-4ed1-9ce6-fdda93da277a
