id	language	text
8d60c427-0e45-3f39-a333-0694cc989da6	fr	Haut
		
9c445386-93fe-33b5-98eb-800fe1db29a3	en	Medium
9c445386-93fe-33b5-98eb-800fe1db29a3	ar	?????
9c445386-93fe-33b5-98eb-800fe1db29a3	fr	Moyen
		
eea3956d-406a-46b2-96c6-ebcbbf9f65b2	en	Epipalaeolithic (Iran)
eea3956d-406a-46b2-96c6-ebcbbf9f65b2	ar	????? ?????? ?????? ?????? (?????)
eea3956d-406a-46b2-96c6-ebcbbf9f65b2	fr	Épipaléolithique (Iran)
		
1a00dd34-c582-4c2d-bc33-4482d0be0336	ar	????? ???????? ??????? 1 (?????)
1a00dd34-c582-4c2d-bc33-4482d0be0336	en	Late Bronze Age 1 (Levant)
1a00dd34-c582-4c2d-bc33-4482d0be0336	fr	Âge du Bronze final 1 (Levant)
		
4550d0f3-24c2-4ada-9fbe-52e5974db973	en	Bronze Age (Arabia)
4550d0f3-24c2-4ada-9fbe-52e5974db973	ar	????? ???????? (??????? ???????)
4550d0f3-24c2-4ada-9fbe-52e5974db973	fr	Âge du bronze (Arabie)
		
5fe15514-45b2-4036-8914-fa8491230d65	ar	????? ???????? ??????? (?????)
5fe15514-45b2-4036-8914-fa8491230d65	en	Late Bronze Age (Levant)
5fe15514-45b2-4036-8914-fa8491230d65	fr	Âge du Bronze final (Levant)
		
d3a89d59-ea74-469a-b8ff-0d4417e827a0	en	Reburial
d3a89d59-ea74-469a-b8ff-0d4417e827a0	fr	Réinhumation
		
d95b0772-75cd-4878-8363-0aed370a10d3	en	Bronze Age (Southern Iran)
d95b0772-75cd-4878-8363-0aed370a10d3	ar	????? ???????? (???? ?????)
d95b0772-75cd-4878-8363-0aed370a10d3	fr	Âge du bronze (sud de l'Iran)
		
f06c6d0e-3f04-4045-9b5f-02931e7383b9	en	Salvage Recording
f06c6d0e-3f04-4045-9b5f-02931e7383b9	fr	Enregistrement de récupération
		
98d2e66b-ef4b-46c0-a7e6-3f37327cd61a	ar	??????? (????? ????? ??? ???? ?????)
98d2e66b-ef4b-46c0-a7e6-3f37327cd61a	en	Karst
98d2e66b-ef4b-46c0-a7e6-3f37327cd61a	fr	Karst
		
063d4baf-9a82-3af5-876f-da3b5a2ba7e2	en	Creative Commons (Attribution-NonCommercial) (CC BY-NC)
063d4baf-9a82-3af5-876f-da3b5a2ba7e2	fr	Creative Commons (Paternité – Pas d'Utilisation Commerciale) (CC BY-NC)
		
c989a7b9-559e-4923-8c67-f366fe44524f	ar	????? ?????? ?????? (?????/ ???? ????????/ ??????? ???????)
c989a7b9-559e-4923-8c67-f366fe44524f	en	Palaeolithic (Levant/Mesopotamia/Arabia)
c989a7b9-559e-4923-8c67-f366fe44524f	fr	Paléolithique (Levant/Mésopotamie/Arabie)
		
d7c81a8f-e1b1-4c2b-baef-5c6a54b3a642	en	"Palaeolithic, Middle (North Africa)"
d7c81a8f-e1b1-4c2b-baef-5c6a54b3a642	ar	"????? ?????? ??????? ????? (???? ???????)"
d7c81a8f-e1b1-4c2b-baef-5c6a54b3a642	fr	Paléolithique moyen (Afrique du Nord)
		
de739873-6d72-38bf-9dda-032d3ca58fa1	en	Setting Type
de739873-6d72-38bf-9dda-032d3ca58fa1	fr	Type de réglage
		
e95e0e13-5034-3b66-92d9-518dbbf707e1	en	Attached 2 sides
e95e0e13-5034-3b66-92d9-518dbbf707e1	fr	Attaché 2 côtés
		
d6fdbeb9-ff41-3ebe-b7e2-992eba6d0759	en	Setback from sidewalk
d6fdbeb9-ff41-3ebe-b7e2-992eba6d0759	fr	Retrait du trottoir
		
5197f06c-992c-488c-a028-9d148301a0c1	en	Renewal of Protective Coating
5197f06c-992c-488c-a028-9d148301a0c1	fr	Renouvellement du revêtement protecteur
		
cb83bbf5-9f90-3254-82cf-8d9f837e8751	en	Turkey
cb83bbf5-9f90-3254-82cf-8d9f837e8751	ar	?????
cb83bbf5-9f90-3254-82cf-8d9f837e8751	fr	Turquie
		
518b257a-fd38-31f8-beae-efaf38412acc	ar	????? ?????????
518b257a-fd38-31f8-beae-efaf38412acc	en	Blog
518b257a-fd38-31f8-beae-efaf38412acc	fr	Blog
		
919d7288-1801-3182-899e-ed62213d189d	en	District Potential Contributor
919d7288-1801-3182-899e-ed62213d189d	fr	Contributeur potentiel du district
		
7154c1f6-fc64-475c-a679-b7044e82ae11	ar	"??????? ????? (??????) (??????)"
7154c1f6-fc64-475c-a679-b7044e82ae11	en	"Islamic, Late (Ottoman) (Iraq)"
7154c1f6-fc64-475c-a679-b7044e82ae11	fr	"Islamique, tardif (ottoman) (Irak)"
		
7e66ee8c-6c65-4a8a-9e65-dae416fcdede	ar	????? ??????? 3/ ????? ??????? ??????? (???? ?????)
7e66ee8c-6c65-4a8a-9e65-dae416fcdede	en	Iron Age III/Late Iron Age (Northern Iran)
7e66ee8c-6c65-4a8a-9e65-dae416fcdede	fr	Âge du fer III/fin de l'âge du fer (nord de l'Iran)
		
2b0508a2-7596-4455-b73a-07c4b455fa66	ar	????? ??????? ?????? (??????? ???????)
2b0508a2-7596-4455-b73a-07c4b455fa66	en	Early Iron Age (Arabia)
2b0508a2-7596-4455-b73a-07c4b455fa66	fr	Premier âge du fer (Arabie)
		
4f322d9a-70cb-3d7a-b153-fdeb9b0c9441	ar	??? ?????? ?? ?????? ????????
4f322d9a-70cb-3d7a-b153-fdeb9b0c9441	en	Cultural Period Certainty Type
4f322d9a-70cb-3d7a-b153-fdeb9b0c9441	fr	Type de certitude de période culturelle
		
e3c17854-b307-31eb-8f0e-7d668e89a78a	en	Definite
e3c17854-b307-31eb-8f0e-7d668e89a78a	ar	????
e3c17854-b307-31eb-8f0e-7d668e89a78a	fr	Précis
		
0bd866c2-949f-36b8-9018-2b1a179fbc0a	en	Creative Commons (Attribution-NoDerivs) (CC BY-ND)
0bd866c2-949f-36b8-9018-2b1a179fbc0a	fr	Creative Commons (Attribution-NoDerivs) (CC BY-ND)
		
a12b1ef7-5ede-4325-9d38-9d05e3733ca6	en	"Iron Age, Pre-Achaemenid (Southeast Iran)"
a12b1ef7-5ede-4325-9d38-9d05e3733ca6	ar	"????? ???????? ??? ???????? (???? ??? ?????)"
a12b1ef7-5ede-4325-9d38-9d05e3733ca6	fr	"Âge du fer, pré-achéménide (sud-est de l'Iran)"
		
8772130f-6605-4a3a-8737-1348fe582c66	ar	????/???? ????
8772130f-6605-4a3a-8737-1348fe582c66	en	Structure / Main Body
8772130f-6605-4a3a-8737-1348fe582c66	fr	Structure / Corps principal
		
e8783d2b-b195-36e6-988a-a3e9f57b3008	en	Published Report
e8783d2b-b195-36e6-988a-a3e9f57b3008	ar	????? ?????
e8783d2b-b195-36e6-988a-a3e9f57b3008	fr	Rapport publié
		
b9605ab4-aba0-4030-819a-0ca38e75c87e	en	Epipalaeolithic (Levant/Mesopotamia)
b9605ab4-aba0-4030-819a-0ca38e75c87e	ar	????? ?????? ?????? ?????? (?????/ ???? ????????)
b9605ab4-aba0-4030-819a-0ca38e75c87e	fr	Épipaléolithique (Levant/Mésopotamie)
		
622da012-33f3-4ab2-a28b-5150e534f1e5	en	Steamship
622da012-33f3-4ab2-a28b-5150e534f1e5	fr	Navire à vapeur
