Unnamed: 0	ASSESSMENT SUMMARY	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	RESOURCE SUMMARY	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15	Unnamed: 16	Unnamed: 17	Unnamed: 18	GEOMETRIES	Unnamed: 20	Unnamed: 21	Unnamed: 22	GEOGRAPHY	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29	Unnamed: 30	Unnamed: 31	ARCHAEOLOGICAL ASSESSMENT	Unnamed: 33	Unnamed: 34	Unnamed: 35	Unnamed: 36	Unnamed: 37	Unnamed: 38	Unnamed: 39	Unnamed: 40	Unnamed: 41	Unnamed: 42	Unnamed: 43	Unnamed: 44	Unnamed: 45	Unnamed: 46	Unnamed: 47	Unnamed: 48	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57	Unnamed: 58	Unnamed: 59	Unnamed: 60	Unnamed: 61	Unnamed: 62	Unnamed: 63	Unnamed: 64	CONDITION ASSESSMENT	Unnamed: 66	Unnamed: 67	Unnamed: 68	Unnamed: 69	Unnamed: 70	Unnamed: 71	Unnamed: 72	Unnamed: 73	Unnamed: 74	Unnamed: 75	Unnamed: 76	Unnamed: 77	Unnamed: 78	Unnamed: 79	Unnamed: 80	Unnamed: 81	Unnamed: 82	Unnamed: 83	Unnamed: 84	ENVIRONMENT ASSESSMENT	Unnamed: 86	Unnamed: 87	Unnamed: 88	Unnamed: 89	Unnamed: 90	Unnamed: 91	Unnamed: 92	Unnamed: 93	Unnamed: 94	Unnamed: 95	Unnamed: 96	Unnamed: 97	ACCESS
21	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.136172 30.282385)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Isolated	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
21																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
21																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
22	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.136617 30.330936)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Isolated	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
22																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
22																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
23	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.136315 30.331274)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Isolated	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
23																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
23																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
24	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.138751 30.346667)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Isolated	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
24																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
24																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
25	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.138468 30.346343)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Isolated	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
25																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
25																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
26	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Public/Institutional	Low				POINT(61.136368 30.350419)	Center Point	High	High	Polygonal	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Polygonal	Isolated	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
26														Infrastructure/Transport	Low																																																				Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
26																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
27	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.134326 30.351314)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Isolated	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
27																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
27																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
28	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Public/Institutional	Low				POINT(61.130768 30.354208)	Center Point	High	High	Polygonal	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Polygonal	Isolated	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
28																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
28																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
29	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.151535 30.354123)	Center Point	High	High	Rectangular/Square	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Polygonal	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
29																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
29																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
30	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.151339 30.354313)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
30																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
30																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
31	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.150839 30.354220)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
31																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
31																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
32	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.149908 30.354306)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
32																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
32																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
33	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.150128 0.354523)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
33																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
33																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
34	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.149702 30.354654)	Center Point	High	High	Polygonal	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
34																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
34																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
35	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.151575 30.353276)	Center Point	High	High	Circular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Circular	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural			Bijan Rouhani																		
35																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural			Bijan Rouhani																		
35																																																																													Management and Institutional Factors			Bijan Rouhani																		
36	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.151750 30.353047)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Irregular	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
36																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
36																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
37	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.152846 30.352749)	Center Point	High	High	Polygonal	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Polygonal	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
37																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
37																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
38	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.168870 30.352450)	Center Point	High	High	Rectangular/Square	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Rectangular/Square	Dispersed	1	Unknown	1	Not Applicable											Very Bad	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
38																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
38																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
39	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.168629 30.352912)	Center Point	High	High	Rectangular/Square	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Rectangular/Square	Dispersed	1	Unknown	1	Not Applicable											Very Bad	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
39																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
39																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
40	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.169678 30.352408)	Center Point	High	High	Rectangular/Square	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Rectangular/Square	Dispersed	1	Unknown	1	Not Applicable											Very Bad	61-90%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
40																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
40																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
41	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.170403 30.352305)	Center Point	High	High	Rectangular/Square	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Rectangular/Square	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
41																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
41																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
42	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.172721 30.352259)	Center Point	High	High	Rectangular/Square	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Rectangular/Square	Dispersed	1	Unknown	1	Not Applicable											Destroyed	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
42																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
42																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
43	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Unknown	Not Applicable				POINT(61.241902 30.370894)	Center Point	High	High	Rectangular/Square	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Structure	High	Rectangular/Square	Dispersed	1	Unknown	1	Not Applicable											Very Bad	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
43																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
43																																																																													Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
44	Bijan Rouhani	EAMENA Project Staff	Archaeological Assessment (Image Interpretation)	2022-08-16 00:00:00	YES	2019-02-01 00:00:00					Archaeological Site			Agricultural/Pastoral	Low				POINT(61.141227 30.405234)	Center Point	High	High	Irregular	E61N30-13	Iran (Islamic Republic of)			Girdi	Primary	Sistan and Baluchestan	Province	High	Positive/Built Feature	Islamic (Iran)	Probable			Bijan Rouhani									Multi-Component	High	Irregular	Dispersed	1	Field System	1	Low											Very Bad	91-100%	Natural	Water and/or Wind Action	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Water and/or Wind Action	Probable	Bijan Rouhani																		
44																																																																			Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Definite			2019-02-01 00:00:00		Bijan Rouhani	Collapse/Structural Damage|Cracked/Broken/Missing Parts	Medium|Medium	Natural	Precipitation	Possible	Bijan Rouhani																		
44																																																																			Infrastructure/Transport	Road/Track	Medium								Management and Institutional Factors	Lack of Maintenance/Management/Legal Measures and Activities	Probable	Bijan Rouhani																		
