period,label,spatial_coverage,start,stop,authority,source,publication_year,broader_periods,narrower_periods
http://n2t.net/ark:/99152/p08m57h7kw2,Inju dynasty,Shiraz | Iran,1336,1356,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h586b,Sogdian,"Sogdiana or Sogdia, Uzbekistan | Uzbekistan | Kyrgyzstan | Tajikistan",-0199,1234,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hn92h,Vijayanagara,South Indian kingdom based in the Deccan Plateau | India,1336,1634,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h4d5t,Mogollon,"Southeast New Arizona, Southern New Mexico, Northern Mexico",-0249,1450,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6x3k,Gallo-Visigothic,Southern France | France,0414,0507,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hb3mp,Umayyads of Spain,Spain,0756,1031,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hxw2p,Solutrean,Spain | France,-16050,-12050,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h2932,Mahdiya,Sudan,1881,1898,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hh947,Anglo-Egyptian Sudan,Sudan,1899,1955,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hsjpj,Kerma Ancien,Sudan | Egypt,-2499,-2049,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hbb33,Kerma Moyen,Sudan | Egypt,-2049,-1749,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hvwmz,Kerma Classique,Sudan | Egypt,-1749,-1449,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hv4rg,Post-Meroitic,Sudan | Egypt,0301,0600,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwtj4,X-Group Culture,Sudan | Egypt,0301,0600,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hcgzq,Old Hittite,Syria and Mesopotamia | Mesopotamia | Turkey | Iraq | Syria,-1533,-1499,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hvzvk,Ayyubid dynasty,"Syria, Egypt | Syria | Egypt",1169,1260,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hnqhg,Jidle III,Tell Jidle | Syria,-1699,-1599,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h65xz,Teotihuacan,Teotihuacan | Mexico,-0099,0750,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hj4jp,Chagatayid dynasty,"Transoxiana, Mogholistan and eastern Turkistan | Turkmenistan | Uzbekistan | Afghanistan | Tajikistan",1227,1363,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hbs97,Shaybanid dynasty,Transoxiana; Uzbek Republic | Turkmenistan | Uzbekistan | Afghanistan | Iran,1500,1599,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h5b48,Troy II,Troy,-2499,-1999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hh7d3,Troy III,Troy,-2249,-2099,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57ht87t,Banijurid dynasty,Tukharistan; Hindu Kush | Turkmenistan | Afghanistan,0848,0908,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hd28w,Ninevite 5 Painted,Turkey | Iraq | Syria,-2999,-2749,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h37gz,Ninevite 5 Incised,Turkey | Iraq | Syria,-2749,-2499,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hkrpr,Late Sasanian,Turkmenistan | Kuwait | Uzbekistan | Armenia | Azerbaijan | Pakistan | Afghanistan | Turkey | Iraq | Iran | Tajikistan,0401,0700,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hvx6p,Scythian,Ukrainian/south Russian steppes | Ukraine | Russia,-0699,-0100,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6sxn,Neolithic/Bronze Age,United Kingdom,-3999,-0799,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hp9sx,Urartian,"Urartu kingdom, eastern Turkey | Turkey",-0859,-0584,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmnkb,Uruk,"Uruk, southern Mesopotamia | Mesopotamia | Iraq",-3999,-2999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hc7zw,Dong Son Culture,Vietnam,-0399,0000,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hpsz3,Dinh dynasty,Vietnam,0968,0980,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57htf9q,Thai Binh reign period,Vietnam,0970,0980,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hfqpm,Anterior Le dynasty,Vietnam,0980,1009,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hxjn5,Thien Phuc reign period,Vietnam,0980,0988,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwcg5,Le Dynasty,Vietnam,1428,1788,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h5mzf,Thuan Thien reign period,Vietnam,1428,1433,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h7rd6,Thieu Binh reign period,Vietnam,1434,1440,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwg58,Dai Hoa reign period,Vietnam,1443,1453,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hn6sx,Dien Ninh reign period,Vietnam,1454,1459,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hw7m9,Thien Hung reign period,Vietnam,1459,1460,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hcq4f,Mac dynasty,Vietnam,1527,1592,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hjshb,Restored Le dynasty,Vietnam,1533,1788,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h8879,Hung Tri reign period,Vietnam,1588,1591,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hsmt8,Canh Hung reign period,Vietnam,1740,1786,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hb3bb,Thai Duc,Vietnam,1776,1793,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmh62,Tay Son dynasty,Vietnam,1777,1802,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmcx7,Quang Trung,Vietnam,1788,1792,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmhch,Gia Long,Vietnam,1802,1819,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hc5zd,Nguyen dynasty,Vietnam,1802,1945,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hbbhm,Minh Mang,Vietnam,1820,1840,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hxmk3,Thieu Tri,Vietnam,1841,1847,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hcsdb,Tu Duc,Vietnam,1848,1883,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h4j66,Kien Phuc,Vietnam,1884,1884,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hs6bz,Ham Nghi,Vietnam,1885,1885,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h3c9j,Dong Khanh,Vietnam,1886,1888,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hj3ts,Thanh Thai,Vietnam,1889,1907,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hs5ks,Duy Tan,Vietnam,1907,1916,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hqn3t,Khai Dinh,Vietnam,1916,1925,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h3j78,Bao Dai,Vietnam,1926,1945,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmj8v,Minaean,Wadi Jawf | Yemen,-0499,0000,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h5vpv,Late Roman,Western Roman Empire | Germany | Luxembourg | Portugal | Belgium | Spain | Libya | Austria | Switzerland | Tunisia | Slovenia | Algeria | France | Hungary | England | Croatia | Italy | Morocco | Bosnia and Herzegovina,0293,0476,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hjwfh,Sulayhid dynasty,Yemen,1047,1138,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h8m7v,Rasulid dynasty,Yemen,1229,1454,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h35dv,Kakwayhid dynasty,Zagros region | Turkey | Iraq | Iran,1008,1051,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hjq4j,Eastern Mediterranean,along the Mediterranean coastline from the Aegean to Egypt | Cyprus | Levant,-1399,-1199,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hf7b2,Judaean,ancient Judaea,-0169,0135,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmxmp,Classical World,ancient Mediterranean | Mediterranean Basin,-0999,0400,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6s3j,Lambayeque,ancient Peru  | Peru,0900,1250,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hrvh6,Moche,ancient Peru | Peru,-0099,0700,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hjvht,Nasca,ancient Peru | Peru,-0099,0600,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h65c8,Roman Republican,ancient Rome | Roman Republic,-0509,-0026,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57htgkc,Neo-Assyrian,as far as Egypt | Neo-Assyrian Empire,-0929,-0611,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hc86n,Six Dynasties,capital at Jiankang | People's Republic of China | China,0220,0589,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h76fb,Vinca,central Balkans | Balkans,-4999,-3999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9qv7,Koban,central Caucasus | Caucasus,-1099,-0300,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hqjp4,Dvaravati,central Thailand and in southern Burma,0001,1000,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hk745,Ayutthaya Period,central Thailand | Thailand,1267,1767,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h2cd7,Hittite,"central Turkey, north western Syria, and Upper Mesopotamia | Turkey | Iraq | Syria",-1399,-1199,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h7v5v,Hohokam,central to southern Arizona,0400,1450,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hrh9s,Kandyan,central upland Sri Lanka | Sri Lanka,1701,1900,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hvrzw,Khwarazm Shahs,classical Chorasmia on the lower Oxus | Turkmenistan | Uzbekistan | Afghanistan,0995,1231,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hgbmd,Valdivia,coastal Ecuador | Ecuador,-3499,-1499,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hhsbm,Saltuqid dynasty,eastern Anatolia | Turkey,1101,1202,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h7kgg,Karts of Herat,eastern Khurasan and northern Afghanistan | Afghanistan | Iran,1245,1277,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9nf5,Byzantine,eastern Mediterranean | Cyprus | Greece | Turkey,0330,1453,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h8shj,Hadrami,eastern South Arabia | United Arab Emirates | Yemen | Oman,-0699,0300,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9xs6,Bosnian,fortress of Qasr Ibrim | Egypt,1550,1811,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9k85,Gurkha dynasty,"hills of Nepal, north-west of Kathmandu | Nepal",1749,1815,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6mf7,Elamite,land of Elam | Iran,-2999,-0538,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hp2vq,Kadamba dynasty,large parts of Karnataka,0345,0525,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9pd4,South Western British Iron Age,"modern Dorset, parts of Somerset, Wiltshire, Hampshire and the Isle of Wight",-0079,0050,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hz9dg,British Iron Age East Anglia,"modern East Anglia - Norfolk, Suffolk and parts of Cambridgeshire",-0049,0050,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hg45z,Southern British Iron Age,"modern Hampshire and West Sussex, parts of Kent, East Sussex, Surrey, Berkshire and Wiltshire, Britain",-0079,0050,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmf57,Seljuqs of Rum,most of Anatolia | Turkey,1081,1307,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwx9s,Gupta,most of central and north India | India,0319,0535,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hb7dx,Bahmani Dynasty,north Deccan | India,1347,1538,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hhrf8,Danishmandid dynasty,north-central Anatolia and Cappadocia | Turkey,1104,1178,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h62vm,Hissar III,north-east Iran | Iran,-2499,-1699,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57htdjj,Begtiginid dynasty,north-eastern Iraq and Kurdistan; northern Syria | Iraq | Syria,1145,1233,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hqp6z,Pictish,north-eastern Scotland | Scotland,0301,0900,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hbpdb,Chalukya,"north-west Deccan, India | India",0501,1300,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hspv3,Indo-Parthian,north-west Pakistan to south-east Iran | Pakistan | Afghanistan | Iran,0001,0300,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h5ftx,Late Chalcolithic,north-western Mesopotamia | Mesopotamia | Turkey | Iraq | Syria,-4499,-3499,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hztdc,Mangujakid dynasty,northern Anatolia | Turkey,1118,1242,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hqj78,Chincha-Atacama,northern Chile | Chile,1100,1350,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hxvbs,Gurjara-Pratihara,northern India | India,0501,1100,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hnp58,Tomara dynasty,northern India | India,0901,1167,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h4dcm,Ninevite 5,northern Mesopotamia | Mesopotamia | Turkey | Iraq | Syria,-2999,-2499,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h4ss2,Lan Na,northern Thailand | Thailand,1567,1800,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h2trj,Western Ganga Dynasty,parts of Karnataka in the Deccan | India,0350,1000,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hqrz2,Eastern Ganga Dynasty,parts of Orissa and West Bengal | India,1078,1434,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9dd2,Mitannian,"presently north-east Syria, south-east Turkey and northern Iraq | Turkey | Iraq | Syria",-1499,-1300,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hz3gh,Kuninda dynasty,"region encompassing the tributaries of the Indus and Ganges rivers, India | India",-0099,0200,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hskps,Proto-Elamite,region later known as Elam | Iran,-3199,-2999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hht3s,Idrisid dynasty,region of Morocco | Morocco,0789,0926,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hfw73,Ilkhanid dynasty,"regions of Persia, Iraq, Transcaucasia and Anatolia | Turkmenistan | South Caucasus | Armenia | Georgia (country) | Georgia | Azerbaijan | Pakistan | Afghanistan | Iraq | Iran | Syria | Anatolia",1256,1353,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmnb8,Indo-Scythian,south-east Afghanistan and north-west Pakistan | Pakistan | Afghanistan,-0074,0064,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hp977,Filali Sharifs,south-eastern Morocco | Morocco,1667,1800,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hz6wt,Chola,southern India | India,0701,1200,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hg2rh,Ubaid,southern Iraq and much of the Fertile Crescent | Lebanon | Iraq | Fertile Crescent | Syria,-5899,-3999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9pxj,Western Ganga,southern Karnataka and part of Tamil Nadu | India,0301,1100,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hbdv4,Kassite,southern Mesopotamia | Mesopotamia | Iraq,-1599,-1154,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9tw9,Early Uruk,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-3999,-3499,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hcq7b,Late Uruk,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-3499,-2999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hw3wm,Early Dynastic I,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-2899,-2699,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h99h5,Early Dynastic Middle East,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-2899,-2349,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hv8mb,Early Dynastic II,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-2699,-2599,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwzn2,Early Dynastic III,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-2599,-2299,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hn3w3,Third Dynasty of Ur,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-2099,-1999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9fsj,Isin-Larsa,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-1999,-1799,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h2xz4,Old Babylonian,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-1999,-1599,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hjzt9,Middle Babylonian,southern Mesopotamia | Mesopotamia | Kuwait | Iraq,-1599,-0999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hbgb6,Sumerian,"southern Mesopotamia, ancient region of Sumer | Mesopotamia | Iraq",-2999,-2349,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hz3nz,Commagenian,southern Turkey | Turkey,-0162,0072,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hg7gf,Middle Assyrian,the Euphrates in the west and parts of Babylonia in the south | Babylonia | Turkey | Iraq | Syria,-1349,-1049,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hpp8c,Phrygian,west central Turkey | Turkey,-0899,-0545,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hz3tg,Western Xia dynasty,western China | People's Republic of China | China,1038,1227,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hh8jh,Jorwe Culture,western India | West India | India,-1999,-1000,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hxrdm,Lydian,western Turkey | Turkey,-1299,-0545,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57ht8fm,Western Satraps,western and central India | India,0001,0400,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hx528,Adil Shahi dynasty,western part of the Bahmanid Sultanate at Bijapur | India,1490,1686,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p06xc6mq829,Early Iberian Period,Catalan area | Spain,-0524,-0399,http://n2t.net/ark:/99152/p06xc6m,"Domestic Architecture and Social Differences in North-Eastern Iberia during the Iron Age (c.525-200 BC).  | Belarte, M.C.",,,
http://n2t.net/ark:/99152/p06xc6mvjx2,Classical Iberian Period,Catalan area | Spain,-0399,-0199,http://n2t.net/ark:/99152/p06xc6m,"Domestic Architecture and Social Differences in North-Eastern Iberia during the Iron Age (c.525-200 BC).  | Belarte, M.C.",,,
http://n2t.net/ark:/99152/p0r8d9cxw5p,Oldtid,Denmark,-250000,1066,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ckgrd,Stenalder,Denmark,-250000,-1700,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cgtfn,Udateret,Denmark,-250000,2100,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cn323,Ældre Palæolitikum,Denmark,-250000,-150000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c5365,Mellempalæolitikum,Denmark,-150000,-70000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c8h5m,Yngre-sen Palæolitikum,Denmark,-70000,-9000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ch6f7,Hamburgkultur,Denmark,-12800,-12000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c76mw,Federmesser,Denmark,-12000,-11000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
