Geometric Place Expression,Assessment Activity Date,Disturbance Date Occurred Before,Disturbance Date Occurred On ,Recommendation Type,EAMENA ID,Datum Type,Threat Probability ,Cultural Period Certainty,Site Feature Arrangement Type,Site Feature Number Type,Heritage Place Resource Instance,Assessment Investigator - Actor,GE Imagery Acquisition Date,Disturbance Date From,Disturbance Date To ,Imagery Acquisition Date,Designation To Date,Disturbance Date Occurred On ,Disturbance Date From,Disturbance Date To ,Land Cover Assessment Date,Maximum Depth/Min Elevation,Tidal Range,Detailed Condition Assessments,Threat Cause Type,Depositional Process,Spatial Coordinates Ref System,Disturbance Cause Assignment Assessor Name - Actor,Overall Site Morphology Type,Overall Site Shape Type,Archaeological From Date,Overall Condition State Type,Assessment Activity Type,Disturbance Cause Certainty ,SH Date to,Measurement Source Type ,Disturbance Cause Category Type,Site Feature Interpretation Number Type,Investigator Role Type,Archaeological To Date,Cultural Period Type,Heritage Place Function,Effect Type,Geometry Qualifier,Cultural Sub-period Certainty,Heritage Place Function Certainty ,Datum Description/EPSG code,Address,Address Type,Administrative Division ,Administrative Division Type,Construction Technique,Material Type,Material Class,Measurement Unit,Measurement Number,Site Feature Interpretation Type,Site Feature Form Type Certainty,Site Feature Shape Type,Country Type,Information Resource,Site Feature Interpretation Certainty,Site Feature Form Type,Google Earth Assessment,Effect Certainty,Minimum Depth/Max Elevation,Wave Climate,Heritage Place Type,Land Cover Type,General Description,Geometry Extent Certainty,SH Date From,Related Geoarchaeology/Palaeolandscape,Dimension Type,Date Inference Making Actor Name,Threat Inference Making Assessor Name - Actor,Built Component,Location Certainty,Disturbance Cause Type ,Overall Archaeological Certainty Value ,Grid ID,Cultural Sub-period Type,Threat Category,Fetch Type,Bedrock Geology Type,Surficial Geology Type,Priority Type,Information Resource Acquisition Date,Designation,Resource Name,Topography Type,Damage Extent Type,AH Date To,Designation From Date,General Description Type,Name Type,Resource Orientation,Cadastral Reference,Disturbance Date Occurred Before,Intervention Activity Type,BP Date To,AH Date From,BP Date From,Restricted Access Record Designation,resourceid
"GEOMETRYCOLLECTION (POLYGON ((35.894329 32.267539, 35.894369 32.267558, 35.894291 32.26772, 35.894257 32.267699, 35.894329 32.267539)))","2008-04-12, 2018-03-30, 2018-03-30","2017-01-01, 1996-01-01, 1950-01-01","None, None, None",,EAMENA-0186070,,Possible,Probable,Discrete,1,,"Mohamad Atoom, Mohamad Atoom, Mohamad Atoom",,"None, None, None","None, None, None",,,"None, None, None","None, None, None","None, None, None",,,,,Clearance (Bulldozing/Levelling),,,"None, None, None",Positive/Built Feature,Rectilinear,,Poor,"Archaeological Assessment/Ground Survey, Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","Definite, Definite, High",,,"Agricultural/Pastoral, Natural, Natural",1,"Government Authority/Staff, Government Authority/Staff, Government Authority/Staff",,Islamic (Levant/Arabia),Agricultural/Pastoral,"Earth Displacement, Loss/Removal of Archaeological Material, Artefact Displacement, Earth Displacement, Artefact Displacement, Loss/Removal of Archaeological Material, Collapse/Structural Damage, Collapse/Structural Damage",,,Definite,,,,,,,,,,,Mill (water),Definite,Rectilinear,Jordan,,Definite,Structure,"None, None, None","Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite",,,Archaeological Site,,"86a0c904-aae2-4155-a1f4-e6e4c929f05f, CPF Jordan Training",Definite,,,,None,,,Definite,"Clearance (Bulldozing/Levelling), Water Action, Seismic Activity",Definite,E35N32-24,,Agricultural/Pastoral,,,,,,,Jerash Mill,Valley Bed,31-60%,,,"Old ArchesID, Comments",Alternative Reference,,None,"2017-01-01, 1996-01-01, 1950-01-01",,,,,,bf800c54-4a0a-485e-8bd5-ea2573f9b96f
"GEOMETRYCOLLECTION (POLYGON ((35.652928 31.85121, 35.652709 31.851242, 35.652494 31.851196, 35.652333 31.851041, 35.652199 31.850791, 35.652167 31.850622, 35.652188 31.850412, 35.65222 31.850271, 35.652247 31.850171, 35.652419 31.849998, 35.652833 31.84992, 35.652982 31.84998, 35.65325 31.85018, 35.653449 31.850444, 35.653588 31.850699, 35.653443 31.851037, 35.652928 31.85121)))","2018-03-26, 2018-03-26","1967-06-10, 2018-03-26","None, None",,EAMENA-0186072,,Possible,"Possible, Possible, Possible",Isolated,1,,"Dana salameen, Dana salameen",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,Occupation/Continued Use,,,"None, None",Positive/Built Feature,Circular,,Poor,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","Definite, Definite",,,"Military/Armed Conflict, Funerary/Memorial","1, Unknown","Government Authority/Staff, Government Authority/Staff",,"Bronze Age (Levant), Islamic (Levant/Arabia), Islamic (Levant/Arabia)",Funerary/Memorial,"Loss/Removal of Archaeological Material, Loss/Removal of Archaeological Material",,"Possible, Possible, Possible",High,,,,,,,,,,,"Tell, Tomb/Grave/Burial",Definite,Circular,Jordan,,"Definite, Definite",Small Mound/Cairn,"None, None","Definite, High",,,Archaeological Site,,"86c9311a-ae75-4b00-b28a-f49f7cd26778, CPF Jordan Training",High,,,,"None, None, None",,,Definite,"Excavation (Unclassified), Excavation (Unclassified)",High,E35N31-43,"Middle Bronze Age (Levant), Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia), Islamic, Late (Mamluk/Rasulid) (Levant/Arabia)",Funerary/Memorial,,,,,,,tell kafreen,Summit,31-60%,,,"Old ArchesID, Comments",Toponym,,None,"1967-06-10, 2018-03-26",,,,,,cb77c606-dd62-4559-90a4-3dde8a4766d7
"GEOMETRYCOLLECTION (POLYGON ((35.804057 31.796404, 35.804016 31.796043, 35.80407 31.795935, 35.804158 31.795915, 35.804276 31.795935, 35.804544 31.796034, 35.804505 31.796236, 35.804143 31.796429, 35.804057 31.796404)))","2018-10-13, 2018-10-13, 2018-10-13, 2018-10-13",2018-10-13,None,,EAMENA-0186073,,Possible,"Possible, Possible, Possible",Isolated,1,,", Mais Sartawi, Aysar Rdaideh, Arwa.Abu.Elhija",,None,None,,,None,None,None,,,,,Reconstruction,,,None,Positive/Built Feature,Polygonal,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment/Ground Survey, Archaeological Assessment/Ground Survey, Archaeological Assessment/Ground Survey",Medium,,,Domestic Use,1,"Government Authority/Staff, Government Authority/Staff, Government Authority/Staff, Government Authority/Staff",,"Bronze Age (Levant), Islamic (Levant/Arabia), Islamic (Levant/Arabia)",Domestic,Collapse/Structural Damage,,"Possible, Possible, Possible",High,,,,,,,,,,,House/Dwelling,High,Rectangular/Square,Jordan,,High,Structure,"None, None, None, None",High,,,Archaeological Site,,"86f2bb5c-afbb-449b-bce8-f379e5467a07, CPF Jordan Training",High,,,,"None, None, None",,,High,Demolition/Destruction,High,E35N31-44,"Middle Bronze Age (Levant), Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia), Islamic, Late (Mamluk/Rasulid) (Levant/Arabia)",Domestic Use,,,,,,,,Plain/Plateau,11-30%,,,"Old ArchesID, Comments",,,None,2018-10-13,,,,,,9ee55d7a-aacb-4525-8a42-c7cb0ede08fc
"GEOMETRYCOLLECTION (POLYGON ((37.188049 32.062374, 37.187671 32.062265, 37.187482 32.062072, 37.187495 32.061805, 37.187581 32.06169, 37.187834 32.061567, 37.18813 32.061628, 37.188311 32.061778, 37.188397 32.061989, 37.188379 32.062189, 37.188264 32.062312, 37.188049 32.062374)))","2017-10-23, 2017-10-23","2017-10-23, 2017-10-23","None, None",,EAMENA-0186074,,Possible,Not Applicable,Isolated,1,,"Shatha Mubaideen, Shatha Mubaideen",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,Water Action,,,"None, None",Positive/Built Feature,Circular,,Fair,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","Medium, Medium",,,"Natural, Natural",1,"Government Authority/Staff, Government Authority/Staff",,Unknown,"Hunting/Fishing, Funerary/Memorial",,,,"Low, Low",,,,,,,,,,,Tomb/Grave/Burial,Low,Circular,Jordan,,Medium,Small Mound/Cairn,"None, None",,,,Archaeological Site,,"870d169b-93ff-44d1-b094-f9b2f6eb315d, CPF Jordan Training",Medium,,,,None,,,High,"Wind Action, Water Action",Medium,E37N32-11,,Natural,,,,,,,,Plain/Plateau,11-30%,,,"Old ArchesID, Comments",,,None,"2017-10-23, 2017-10-23",,,,,,24e42fa6-0201-47b4-bbff-159c276e0d28
"GEOMETRYCOLLECTION (POLYGON ((35.853642 31.744967, 35.853613 31.744688, 35.853785 31.744615, 35.853796 31.744408, 35.854296 31.744341, 35.854328 31.744557, 35.853999 31.744608, 35.853867 31.744733, 35.853931 31.74497, 35.853642 31.744967)))",2018-02-13,None,None,,EAMENA-0186078,,Probable,"Definite, Definite, Definite, Definite, Definite, Definite, Definite",,,,Mohammad Mubarak,,None,None,,,None,None,None,,,,,Clearance (Unclassified),,,mohammad mubarak,Positive/Built Feature,Polygonal,,Very Bad,Archaeological Assessment (Image Interpretation),,,,Building and Development,Unknown,Government Authority/Staff,,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Islamic (Levant/Arabia), Contemporary Islamic (MENA), Iron Age (Levant/Mesopotamia), Contemporary Islamic (MENA), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)","Domestic, Funerary/Memorial",Loss/Removal of Archaeological Material,,"Definite, Definite, Definite, Definite, Definite, Definite, Definite","Definite, Definite",,,,,,,,,,,Building,Low,,Jordan,,Low,Structure,None,Medium,,,Archaeological Site,,"0dc77661-44f6-4d63-a8e3-b0d7c1b82484, CPF Jordan Training",High,,,,"None, None, None, None, None, None, None",mohammad mubarak,,Medium,Clearance (Unclassified),Medium,E35N31-42,"Byzantine (Levant/Mesopotamia), Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia), Islamic, Late (Mamluk/Rasulid) (Levant/Arabia), First World War (MENA), Iron Age 1 (Southern Levant), Contemporary Islamic, Early 20th century (MENA), Roman Imperial, Early (Levant/Mesopotamia)",Building and Development,,,,,,,MANGA,Summit,61-90%,,,"Old ArchesID, Comments",Toponym,,None,None,,,,,,178e1ae8-559d-4fc8-ab48-ad2e7df8f60c
"GEOMETRYCOLLECTION (POLYGON ((35.42131 29.619097, 35.420943 29.618849, 35.421254 29.618553, 35.421645 29.618778, 35.421362 29.619127, 35.42131 29.619097)))","2018-03-31, 2018-03-31",2018-03-31,None,,EAMENA-0186075,,Probable,Probable,Clustered,2 to 5,,"Maher Alamreen, Maher Alamreen",,None,None,,,None,None,None,,,,,Inundation,,,None,Positive/Built Feature,Curvilinear,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",High,,,Agricultural/Pastoral,2 to 5,"Government Authority/Staff, Government Authority/Staff",,Islamic (Levant/Arabia),Status/Display/Monumental,"Erosion/Deterioration, Water Damage",,Probable,High,,,,,,,,,,,Sculpture/Statue,High,Irregular,Jordan,,High,Upright Stone,"None, None","High, High",,,Archaeological Site,,"874acda1-0a23-430e-8b49-39c6b6ca85fa, CPF Jordan Training",High,,,,None,,,High,Inundation,High,E35N29-32,"Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)",Agricultural/Pastoral,,,,,,,site 2,Slopes,11-30%,,,"Old ArchesID, Comments",Designation,,None,2018-03-31,,,,,,d7d7884f-f0c9-431f-865c-fec5175e80d1
"GEOMETRYCOLLECTION (POLYGON ((35.707641 32.406053, 35.707601 32.406003, 35.707588 32.405969, 35.707641 32.405953, 35.707687 32.40593, 35.707784 32.405849, 35.707784 32.405774, 35.707853 32.405736, 35.707931 32.405693, 35.707979 32.405674, 35.70803 32.405722, 35.708057 32.405774, 35.708057 32.405815, 35.707998 32.405849, 35.707883 32.405917, 35.707714 32.406025, 35.707641 32.406053)))","2018-06-11, 2018-06-11","2018-06-11, 2018-06-11","None, None",,EAMENA-0186076,,"Probable, Probable",Probable,"Linear, Dispersed","2 to 5, 2 to 5",,"Khaled Zyout, Khaled Zyout",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,"Road/Track, Construction",,,"None, None",Positive/Built Feature,Rectangular/Square,,Fair,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","Definite, Definite",,,"Infrastructure/Transport, Domestic Use",2 to 5,"Government Authority/Staff, Government Authority/Staff",,Contemporary Islamic (MENA),Domestic,"Loss/Removal of Archaeological Material, Artefact Displacement",,Probable,Definite,,,,,,,,,,,House/Dwelling,"Definite, Definite","Rectangular/Square, Rectangular/Square",Jordan,,High,"Structure, Wall","None, None","High, High",,,Archaeological Site,,"875dea34-f093-46e8-8b59-2e0a08760a6a, CPF Jordan Training",High,,,,None,,,Definite,"Construction, Road/Track",Definite,E35N32-23,"Contemporary Islamic, Modern (MENA)","Infrastructure/Transport, Domestic Use",,,,,,,"New Site 9, No Name 9, موقع جديد 9",Slopes,31-60%,,,"Old ArchesID, Comments","Toponym, Toponym, Toponym",,None,"2018-06-11, 2018-06-11",,,,,,a54af8e5-a613-4b63-9038-289b52909054
"GEOMETRYCOLLECTION (POLYGON ((37.452799 31.817889, 37.452722 31.81794, 37.452464 31.817926, 37.452352 31.817831, 37.452318 31.817678, 37.452121 31.817641, 37.451889 31.817539, 37.451726 31.817386, 37.451563 31.817328, 37.451511 31.816963, 37.451674 31.816795, 37.451923 31.816773, 37.452112 31.816992, 37.452172 31.817211, 37.452455 31.817277, 37.452636 31.817466, 37.452893 31.817758, 37.452799 31.817889)))","2019-01-04, 2019-01-04","2018-10-13, 2018-10-13","None, None",,EAMENA-0186077,,"Probable, Possible, Probable",Not Applicable,Multiple,2 to 5,,"Aysar Rdaideh, Aysar Rdaideh",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,"Grazing/Animal Movement, Road/Track, Water Action",,,"None, None",Positive/Built Feature,Irregular,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","High, High",,,"Natural, Agricultural/Pastoral",2 to 5,"Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,"Collapse/Structural Damage, Artefact Displacement, Structural Alteration, Collapse/Structural Damage, Artefact Displacement",,,High,,,,,,,,,,,Enclosure,High,Irregular,Jordan,,High,Rubble Spread/Architectural Fragments,"None, None","High, High, High, High, High",,,Archaeological Site,,"87f6ee4c-8763-4907-ae6a-8a44edda44a8, CPF Jordan Training",High,,,,None,,,High,"Water Action, Grazing/Animal Movement",High,E37N31-34,,"Agricultural/Pastoral, Infrastructure/Transport, Natural",,,,,,,ENCLOSURE,Slopes,11-30%,,,"Old ArchesID, Comments",,,None,"2018-10-13, 2018-10-13",,,,,,a4159089-5d9a-4efc-aee2-e5418f5e29b8
GEOMETRYCOLLECTION (POINT (35.769281 31.560176)),2018-06-30,,,,EAMENA-0186081,,Possible,Not Applicable,,,,Mohammad Mubarak,,,,,,,,,,,,,Clearance (Unclassified),,,,Positive/Built Feature,Unknown,,Very Bad,Archaeological Assessment (Image Interpretation),,,,"Agricultural/Pastoral, Agricultural/Pastoral",1,Government Authority/Staff,,Unknown,Funerary/Memorial,,,,Definite,,,,,,,,,,,Tomb/Grave/Burial,High,,Jordan,,Definite,Small Mound/Cairn,None,,,,Archaeological Site,,"881bb35c-42ef-426a-896a-8c8d3fe5d501, CPF Jordan Training",Medium,,,,None,mohammad mubarak,,Medium,,Medium,E35N31-42,,Agricultural/Pastoral,,,,,,,Kh. Iskandar Menhir,Unknown,61-90%,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,497b91e3-7115-49a5-ac2c-57c9d64f6c54
"GEOMETRYCOLLECTION (POLYGON ((35.446208 29.571476, 35.446354 29.572267, 35.445642 29.573268, 35.445384 29.573275, 35.446208 29.571476)))","2018-03-30, 2018-03-30",2018-02-28,None,,EAMENA-0186079,,Probable,Probable,,,,"Maher Alamreen, Maher Alamreen",,None,None,,,None,None,None,,,,,Water Action,,,None,Positive/Built Feature,Straight,,Fair,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",High,,,Natural,,"Government Authority/Staff, Government Authority/Staff",,Islamic (Levant/Arabia),Entertainment/Leisure,"Erosion/Deterioration, Loss/Removal of Archaeological Material",,Probable,High,,,,,,,,,,,,,,Jordan,,,,"None, None","High, High",,,Archaeological Site,,"87f998b6-74b7-452f-98d7-335e99135cb4, CPF Jordan Training",High,,,,None,,,High,Water Action,High,E35N29-32,"Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia)",Natural,,,,,,,Site 22 rock arts,Valley Terrace,31-60%,,,"Old ArchesID, Comments",Designation,,None,2018-02-28,,,,,,f540a301-ab3c-43ba-85f1-bc4037cc6715
"GEOMETRYCOLLECTION (POLYGON ((36.153071 32.399134, 36.150891 32.399069, 36.150588 32.396863, 36.150549 32.396793, 36.152569 32.394817, 36.154154 32.394428, 36.154412 32.394493, 36.155141 32.395131, 36.154812 32.396061, 36.154629 32.396793, 36.154384 32.39729, 36.154054 32.39858, 36.153071 32.399134)))","2018-02-14, 2018-02-14","None, None, None","None, None, None",,EAMENA-0186080,,"Possible, Probable, Probable",Possible,Dispersed,11 to 20,,"Rudaina Almomani, Rudaina Almomani",,"1999-06-15, 1999-06-15, 1999-06-15","2017-05-19, 2012-02-03, 2017-05-19",,,"None, None, None","1999-06-15, 1999-06-15, 1999-06-15","2017-05-19, 2012-02-03, 2017-05-19",,,,,"Grazing/Animal Movement, Unknown, Road/Track",,,"None, None, None",Surface Feature,Polygonal,,Poor,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","Definite, Not Applicable, Medium",,,"Infrastructure/Transport, Natural, Agricultural/Pastoral",11 to 20,"Government Authority/Staff, Government Authority/Staff",,Contemporary Islamic (MENA),"Religious, Domestic, Public/Institutional","Structural Alteration, Collapse/Structural Damage, Unknown",,Possible,"Medium, High, Medium",,,,,,,,,,,Building/Enclosure,High,Rectangular/Square,Jordan,,Medium,Structure,"None, None","Low, Medium, Not Applicable",,,Archaeological Site,,"88084e34-0861-430c-a3d1-13a5aca7803d, CPF Jordan Training",High,,,,None,,,High,"Road/Track, Unknown, Grazing/Animal Movement",Medium,E36N32-13,"Contemporary Islamic, Early 20th century (MENA)","Agricultural/Pastoral, Natural, Infrastructure/Transport",,,,,,,"JADIS 2520.011, MEGA-Jordan 2772, SARRA, Surrah, سارا",Plain/Plateau,31-60%,,,"Old ArchesID, Comments","Designation, Designation, Toponym, Toponym, Toponym",,None,"None, None, None",,,,,,67213855-fd27-422b-99a6-db94a16c8709
"GEOMETRYCOLLECTION (POLYGON ((35.818202 31.822061, 35.817222 31.822577, 35.815763 31.823179, 35.815098 31.822201, 35.815212 31.821842, 35.817766 31.820894, 35.818202 31.822061)))",2018-05-22,None,None,,EAMENA-0186084,,Probable,"Definite, Not Applicable, Definite, Definite",,,,Mohammad Mubarak,,None,None,,,None,None,None,,,,,Clearance (Bulldozing/Levelling),,,mohammad mubarak,Positive/Built Feature,Semi-circular,,,Archaeological Assessment (Image Interpretation),,,,Agricultural/Pastoral,,Government Authority/Staff,,"Iron Age (Levant/Mesopotamia), Unknown, Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)","Domestic, Unknown",,,"Definite, Definite, Definite","High, Not Applicable",,,,,,,,,,,,,,Jordan,,,,None,,,,Archaeological Site,,"88c72725-8519-48b8-8cae-b307f85c4872, CPF Jordan Training",Definite,,,,"None, None, None, None",mohammad mubarak,,High,,High,E35N31-44,"Iron Age 3 (Southern Levant), Byzantine (Levant/Mesopotamia), Roman Imperial, Early (Levant/Mesopotamia)",Building and Development,,,,,,,UMM SHEWANER,Summit,61-90%,,,"Old ArchesID, Comments",Toponym,,None,None,,,,,,e07b0884-0919-4ef7-ab66-3ddb0273d42b
"GEOMETRYCOLLECTION (POLYGON ((35.529277 30.978891, 35.528931 30.978902, 35.528928 30.978592, 35.529272 30.978593, 35.529277 30.978891)))",2018-11-13,,,,EAMENA-0186085,,,"Possible, Possible",,,,Ahmad Marafi,,,,,,,,,,,,,,,,,Positive/Built Feature,Semi-circular,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,"Bronze Age (Levant), Chalcolithic (Levant)",Religious,,,"Possible, Possible",High,,,,,,,,,,,,,,Jordan,,,,None,,,,Archaeological Site,,"88e59151-0869-4c29-8454-dfb2de0a4033, CPF Jordan Training",High,,,,"None, None",,,High,,Low,E35N30-43,"Early Bronze Age 1 (Southern Levant), Chalcolithic, Late (Levant)",,,,,,,,,Slopes,,,,"Old ArchesID, Comments",,,None,,,,,,,bb653270-3c4e-4071-a908-aa7ba0988d5d
"GEOMETRYCOLLECTION (POLYGON ((35.001711 29.52175, 35.001733 29.521573, 35.001223 29.521461, 35.00118 29.521634, 35.001711 29.52175)))","2018-04-10, 2020-12-08",2020-11-20,2015-02-11,Archaeological/Heritage Activity,EAMENA-0190049,,Possible,Definite,,,,"Maher Alamreen, Maher Alamreen",,2015-02-11,2020-11-20,,None,2015-02-11,2015-02-11,2020-11-20,,,,,Water and/or Wind Action,,None,Maher Alamreen,Positive/Built Feature,Rectangular/Square,1916 ad,Good,"Archaeological Assessment/Ground Survey, Desk-based Assessment",Medium,None,,"Building and Development, Management and Institutional Factors",1,"Government Authority/Staff, Government Authority/Staff",2020,Contemporary Islamic (MENA),"Status/Display/Monumental, Domestic",Water Damage,Buffer Polygon,Definite,"Definite, Definite",,,,,,Cob/Wet Applied Mud,Stone (Roughly Cut),Clay,,,Government/Administrative Building,High,,Jordan,,High,Multi-Component,"None, True",High,,,Archaeological Site,,"88978483-44b2-472c-8f23-fba0dea7668e, CPF Jordan Training, None",Definite,None,,,None,None,,Definite,Water and/or Wind Action,"Definite, Definite",E35N29-31,First World War (MENA),Natural,,,,Within 6 months to 1 year (Urgent),,Managed Site,Alshuref hussen house,Ocean/Sea Shore,1-10%,None,1990-01-01,"Old ArchesID, Comments, Primary",Designation,,None,2020-11-20,"Conservation, Restoration, and Maintenance Activities",2020,None,1916,,1fc81836-970a-459c-8977-668b32a2cd43
"GEOMETRYCOLLECTION (POLYGON ((37.249213 32.336807, 37.249016 32.337097, 37.24876 32.336986, 37.248975 32.336676, 37.249213 32.336807)))","2018-02-13, 2018-02-13",2017-07-24,None,,EAMENA-0186083,,Possible,Not Applicable,Discrete,1,,"Shatha Mubaideen, Shatha Mubaideen",,None,None,,,None,None,None,,,,,Water Action,,,None,Surface Feature,Rectangular/Square,,Fair,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",High,,,Natural,"1, 1","Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Medium,,,,,,,,,,,"Building/Enclosure, House/Dwelling",Medium,Rectangular/Square,Jordan,,"Low, Low",Structure,"None, None",,,,Archaeological Site,,"88ad0572-9f07-4fa8-ac60-9524573870e4, CPF Jordan Training",Medium,,,,None,,,High,Water Action,Medium,E37N32-13,,Natural,,,,,,,,Plain/Plateau,11-30%,,,"Old ArchesID, Comments",,,None,2017-07-24,,,,,,5dd03197-02d6-45f5-948c-184501cf3156
"GEOMETRYCOLLECTION (POLYGON ((37.259924 31.92295, 37.259932 31.923074, 37.259821 31.923162, 37.259675 31.92314, 37.25946 31.923081, 37.259469 31.922943, 37.259589 31.922805, 37.259692 31.922695, 37.259838 31.922688, 37.259975 31.922724, 37.259924 31.92295)))","2018-11-15, 2018-11-15","2018-10-15, 2018-10-15","None, None",,EAMENA-0186086,,"Probable, Probable",Not Applicable,Isolated,1,,"Aysar Rdaideh, Aysar Rdaideh",,"None, None","None, None",,,"None, None","None, None","None, None",,,,,"Grazing/Animal Movement, Water Action",,,"None, None",Positive/Built Feature,Irregular,,Good,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","High, High",,,"Natural, Agricultural/Pastoral",1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,"Collapse/Structural Damage, Artefact Displacement, Collapse/Structural Damage, Artefact Displacement",,,Not Applicable,,,,,,,,,,,Unknown,Medium,Irregular,Jordan,,Not Applicable,Rubble Spread/Architectural Fragments,"None, None","High, High, Medium, High",,,Archaeological Site,,"8904f1fc-0626-46ce-b46c-9f75ec4e56b8, CPF Jordan Training",High,,,,None,,,High,"Water Action, Grazing/Animal Movement",High,E37N31-34,,"Agricultural/Pastoral, Natural",,,,,,,,Plain/Plateau,1-10%,,,"Old ArchesID, Comments",,,None,"2018-10-15, 2018-10-15",,,,,,24588374-8a95-4a0b-8ed5-6673ce0b99c3
"GEOMETRYCOLLECTION (POLYGON ((37.315569 31.998686, 37.315903 31.998759, 37.316038 31.998837, 37.315985 31.998981, 37.315968 31.999067, 37.315998 31.999249, 37.315884 31.99938, 37.315762 31.999438, 37.315566 31.999487, 37.315401 31.999361, 37.315257 31.999223, 37.315146 31.999083, 37.315099 31.999028, 37.315249 31.998834, 37.315356 31.998748, 37.315569 31.998686)))","2018-10-23, 2018-10-23",2018-10-15,None,,EAMENA-0186087,,Possible,Not Applicable,Overlapping,Unknown,,"Aysar Rdaideh, Aysar Rdaideh",,None,None,,,None,None,None,,,,,Grazing/Animal Movement,,,None,Positive/Built Feature,Irregular,,Good,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Not Applicable,,,,Unknown,"Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,,,,High,,,,,,,,,,,Enclosure,High,Irregular,Jordan,,High,Multi-Component,"None, None",,,,Archaeological Site,,"895bf2d9-c2ad-4148-bcbc-657277ffb8b6, CPF Jordan Training",High,,,,None,,,High,Unknown,High,E37N31-34,,Agricultural/Pastoral,,,,,,,ENCLOSURE,Plain/Plateau,Unknown,,,"Old ArchesID, Comments",Toponym,,None,2018-10-15,,,,,,642b1acd-a9ef-44a9-a02c-6b1e7216da0a
"GEOMETRYCOLLECTION (POLYGON ((37.164739 32.078839, 37.164546 32.078911, 37.164224 32.078802, 37.162594 32.078239, 37.160855 32.076311, 37.167411 32.07451, 37.167089 32.073931, 37.167786 32.073428, 37.168763 32.073574, 37.169256 32.074512, 37.168752 32.075219, 37.168269 32.07521, 37.16769 32.074819, 37.164739 32.078839)))","2018-09-01, 2018-09-01",2017-10-23,None,,EAMENA-0186088,,Probable,Not Applicable,Isolated,1,,"Shatha Mubaideen, Shatha Mubaideen",,None,None,,,None,None,None,,,,,Water Action,,,None,Positive/Built Feature,Irregular,,Good,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Low,,,Natural,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Hunting/Fishing,,,,High,,,,,,,,,,,Kite,Medium,Irregular,Jordan,,High,Structure,"None, None",,,,Archaeological Site,,"896ad819-d902-46d2-a2d2-8714acb366ce, CPF Jordan Training",Low,,,,None,,,High,Water Action,High,E37N32-11,,Natural,,,,,,,,Plain/Plateau,1-10%,,,"Old ArchesID, Comments",,,None,2017-10-23,,,,,,e0ea446a-971f-43d0-bfcd-7562b3feaf9c
